module,start,events,times
MATH10310,58:33.6,"['FINISH', 'START', 'JOIN', 'TRANSFER']","[7065, 0, 0, 7036]"
MST20050,10:38.6,"['FINISH', 'START', 'JOIN']","[6300, 0, 0]"
MATH10240,17:25.7,"['START', 'JOIN', 'FINISH']","[0, 0, 5737]"
ACM10060,26:33.4,"['JOIN', 'START', 'JOIN', 'FINISH']","[17, 0, 0, 5463]"
EEEN30150,51:51.9,"['START', 'JOIN']","[0, 0]"
MATH10350,54:53.2,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 6065]"
MATH10240,04:08.7,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 4376, 4399]"
MIS20010,43:23.5,"['START', 'JOIN', 'FINISH']","[0, 0, 61]"
EEEN30150,15:10.6,"['FINISH', 'START', 'JOIN']","[2026, 0, 0]"
PHYC10210,16:38.9,"['START', 'JOIN', 'TRANSFER']","[0, 0, 2138]"
EEEN30150,25:46.6,"['START', 'JOIN', 'FINISH']","[0, 0, 1282]"
ACM10060,05:38.2,"['FINISH', 'START', 'JOIN']","[7061, 0, 0]"
MATH10310,01:02.9,"['FINISH', 'START', 'JOIN']","[3715, 0, 0]"
MATH10260,01:08.6,"['START', 'JOIN', 'FINISH']","[0, 0, 2355]"
MATH10260,21:29.1,"['FINISH', 'START', 'JOIN']","[1328, 0, 0]"
MATH20060,32:42.4,"['FINISH', 'START', 'JOIN']","[1809, 0, 0]"
MATH10260,44:10.5,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 4829]"
PHYC10080,06:02.5,"['START', 'JOIN', 'FINISH']","[0, 0, 3452]"
ACM10060,37:10.6,"['START', 'JOIN', 'FINISH']","[0, 0, 1642]"
MATH10260,48:11.8,"['START', 'JOIN', 'FINISH']","[0, 0, 909]"
MATH30250,03:47.7,"['START', 'JOIN', 'FINISH']","[0, 0, 1935]"
MATH10260,16:03.5,"['START', 'JOIN', 'FINISH']","[0, 0, 146]"
MST30070,24:34.2,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 1115, 1508]"
MATH10350,24:51.2,"['START', 'JOIN', 'FINISH']","[0, 0, 6893]"
STAT10060,10:08.3,"['START', 'JOIN', 'FINISH']","[0, 0, 3040]"
SBUS10050,21:09.5,"['START', 'JOIN', 'FINISH']","[0, 0, 2370]"
MATH10310,29:59.9,"['START', 'JOIN', 'FINISH']","[0, 0, 2990]"
FIN41340,40:54.2,"['START', 'JOIN']","[0, 0]"
VET10170,41:25.0,"['START', 'JOIN', 'FINISH']","[0, 0, 2349]"
ECON30160,45:58.9,"['START', 'JOIN']","[0, 0]"
MATH20180,44:49.9,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 1182, 5390]"
MATH10350,45:21.7,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 1198]"
MATH10260,51:15.5,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 854]"
MATH10350,03:41.5,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 1888]"
SBUS10050,10:59.6,"['START', 'JOIN', 'FINISH']","[0, 0, 1366]"
MATH10350,54:16.0,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 54]"
MATH10260,55:56.7,"['START', 'JOIN', 'FINISH']","[0, 0, 1115]"
MATH10260,04:30.3,"['START', 'JOIN', 'FINISH']","[0, 0, 86]"
ECON20030,06:08.1,"['START', 'JOIN', 'FINISH']","[0, 0, 729]"
MATH10260,07:50.3,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 842]"
MATH10350,16:38.1,"['START', 'JOIN', 'FINISH']","[0, 0, 2999]"
MATH10260,21:27.9,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 1460]"
ADEDEX428,23:09.3,"['START', 'JOIN', 'FINISH']","[0, 0, 508]"
MATH10350,24:18.2,"['START', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 0, 4346, 4695]"
MATH10240,33:03.5,"['START', 'JOIN', 'FINISH']","[0, 0, 1776]"
MATH10260,35:28.6,"['START', 'JOIN', 'FINISH']","[0, 0, 5395]"
ADEDEX428,57:26.1,"['START', 'JOIN', 'FINISH']","[0, 0, 1357]"
MATH10220,06:28.2,"['START', 'JOIN', 'FINISH']","[0, 0, 1791]"
MST30070,24:27.9,"['START', 'JOIN', 'FINISH']","[0, 0, 122]"
ADEDEX428,41:29.0,"['START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 0, 0, 2744]"
MATH10350,03:25.8,"['FINISH', 'START', 'JOIN']","[66, 0, 0]"
BSEN20010,06:15.9,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 5943]"
MATH10350,07:38.9,"['START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 0, 0, 0, 1058, 10278]"
ANSC30050,08:44.9,"['START', 'JOIN', 'FINISH']","[0, 0, 799]"
FIN41340,09:56.2,"['START', 'JOIN', 'FINISH']","[0, 0, 6563]"
MATH10240,40:15.3,"['FINISH', 'START', 'JOIN']","[5194, 0, 0]"
MATH10350,53:23.4,"['START', 'JOIN', 'FINISH']","[0, 0, 4012]"
MATH10310,13:10.0,"['FINISH', 'START', 'JOIN']","[1444, 0, 0]"
MST30070,27:44.6,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 21873, 21876]"
MATH10350,30:25.1,"['START', 'JOIN', 'JOIN', 'LEAVE', 'FINISH']","[0, 0, 0, 1437, 1816]"
MST10030,56:58.1,"['FINISH', 'START', 'JOIN', 'TRANSFER']","[2025, 0, 0, 571]"
MST20050,59:03.5,"['FINISH', 'START', 'JOIN']","[1279, 0, 0]"
MATH10350,18:35.8,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 15233, 15236]"
MATH10350,18:43.1,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 15221, 15223]"
STAT40380,03:45.2,"['START', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 0, 12546, 12548]"
STAT10060,06:37.8,"['START', 'JOIN', 'FINISH']","[0, 0, 3610]"
FDSC40120,13:40.0,"['START', 'JOIN', 'FINISH']","[0, 0, 580]"
MST20050,24:17.7,"['START', 'JOIN', 'FINISH']","[0, 0, 135]"
MATH10260,24:28.7,"['START', 'JOIN', 'FINISH']","[0, 0, 638]"
MATH10260,35:44.6,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 10612, 10614]"
ANSC30050,42:43.2,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 10199, 10202]"
MST30070,51:19.9,"['START', 'JOIN', 'FINISH']","[0, 0, 1394]"
STAT40150,14:19.2,"['TRANSFER', 'START', 'JOIN']","[1957, 0, 0]"
MATH10350,29:44.9,"['START', 'JOIN', 'FINISH']","[0, 0, 64]"
ANSC30050,38:32.3,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 66]"
ANSC30050,41:37.6,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 311, 5384]"
ANSC30050,42:32.4,"['START', 'JOIN', 'FINISH']","[0, 0, 68]"
MST30070,53:18.6,"['START', 'JOIN', 'FINISH']","[0, 0, 2928]"
ACC20010,42:37.6,"['START', 'JOIN', 'FINISH']","[0, 0, 993]"
MATH10350,30:09.6,"['START', 'JOIN', 'FINISH']","[0, 0, 43]"
MATH10350,05:10.3,"['START', 'JOIN', 'FINISH']","[0, 0, 700]"
MATH40370,06:37.5,"['START', 'JOIN', 'FINISH']","[0, 0, 5933]"
ECON20030,17:32.0,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 747, 1090]"
MATH10350,23:18.3,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 9510, 9518]"
MATH10310,28:19.8,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 1508, 1512]"
MATH10310,34:20.2,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 1155, 1159]"
MATH10350,35:57.8,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 6385]"
MATH10350,36:06.4,"['START', 'JOIN', 'FINISH']","[0, 0, 1009]"
MATH20180,54:16.5,"['LEAVE', 'START', 'JOIN', 'FINISH']","[6111, 0, 0, 6117]"
MATH10220,14:17.6,"['START', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 0, 1721, 4922]"
MATH10240,16:19.6,"['FINISH', 'START', 'JOIN']","[3937, 0, 0]"
MATH10350,44:13.2,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 4666, 4669]"
MATH40370,49:06.2,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 6807, 6811]"
MST20050,51:37.2,"['START', 'JOIN', 'FINISH']","[0, 0, 4088]"
EEEN30150,04:39.2,"['START', 'JOIN', 'FINISH']","[0, 0, 857]"
MATH10350,15:05.4,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 2820, 2829]"
MATH20320,21:06.0,"['START', 'JOIN', 'FINISH']","[0, 0, 866]"
MATH10350,36:46.1,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 1458, 1464]"
STAT10060,52:05.4,"['START', 'JOIN', 'FINISH']","[0, 0, 264]"
MATH10350,56:24.5,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 298, 303]"
MST10030,56:39.7,"['FINISH', 'START', 'JOIN']","[146, 0, 0]"
MATH10350,01:39.3,"['START', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 0, 3139, 3427]"
MATH10350,02:48.3,"['TRANSFER', 'FINISH', 'START', 'JOIN']","[3367, 3370, 0, 0]"
MATH10350,03:18.0,"['START', 'JOIN', 'JOIN', 'JOIN', 'FINISH', 'TRANSFER']","[0, 0, 0, 0, 2318, 2220]"
MATH10220,04:08.3,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 3293, 3296]"
MATH10240,19:47.9,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 1215, 1424]"
MATH10350,44:04.9,"['FINISH', 'START', 'JOIN']","[586, 0, 0]"
MST10020,00:29.0,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 1531]"
MATH10220,26:08.0,"['START', 'JOIN', 'FINISH']","[0, 0, 53]"
MATH10260,27:50.0,"['START', 'JOIN', 'FINISH']","[0, 0, 2121]"
VET10170,28:34.7,"['START', 'JOIN', 'FINISH']","[0, 0, 3571]"
MST20050,32:05.0,"['TRANSFER', 'START', 'JOIN', 'FINISH']","[2017, 0, 0, 5142]"
STAT10060,48:09.3,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 4183, 7084]"
ANSC30050,52:57.0,"['TRANSFER', 'FINISH', 'START', 'JOIN']","[6799, 6802, 0, 0]"
STAT10060,53:21.3,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 3164, 3168]"
ADEDEX428,04:33.5,"['START', 'JOIN', 'JOIN', 'FINISH', 'JOIN', 'JOIN']","[0, 0, 5026, 5059, 662, 5016]"
STAT10060,15:25.7,"['TRANSFER', 'FINISH', 'START', 'JOIN']","[1833, 1836, 0, 0]"
STAT40640,46:42.8,"['START', 'JOIN', 'FINISH']","[0, 0, 3]"
STAT10060,46:57.4,"['START', 'JOIN', 'FINISH']","[0, 0, 3]"
MATH10240,09:26.6,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 9226]"
MATH10260,33:09.1,"['START', 'JOIN', 'FINISH']","[0, 0, 41]"
MATH10260,41:30.2,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 8555, 8559]"
MATH10240,55:28.3,"['START', 'JOIN', 'FINISH']","[0, 0, 3379]"
MATH30250,10:28.6,"['START', 'JOIN', 'FINISH']","[0, 0, 800]"
MATH10350,25:33.7,"['FINISH', 'START', 'JOIN', 'JOIN']","[1838, 0, 0, 14]"
CHEM20060,44:06.5,"['START', 'JOIN', 'FINISH']","[0, 0, 244]"
BSEN20010,13:43.2,"['START', 'JOIN', 'FINISH']","[0, 0, 347]"
PHYC10080,14:08.0,"['START', 'JOIN', 'TRANSFER', 'TRANSFER', 'FINISH']","[0, 0, 9253, 13327, 13330]"
POL20050,52:44.0,"['FINISH', 'START', 'JOIN']","[42, 0, 0]"
MATH10310,58:21.6,"['START', 'JOIN', 'TRANSFER', 'TRANSFER', 'FINISH']","[0, 0, 46, 9503, 10169]"
BSEN20010,00:25.9,"['START', 'JOIN', 'FINISH']","[0, 0, 216]"
MATH10240,02:14.5,"['START', 'JOIN', 'FINISH']","[0, 0, 6384]"
MATH10260,08:04.5,"['START', 'JOIN', 'FINISH']","[0, 0, 1860]"
MATH30250,03:35.2,"['START', 'JOIN', 'FINISH']","[0, 0, 1202]"
POL20050,04:39.6,"['START', 'JOIN', 'FINISH']","[0, 0, 6445]"
MATH30250,23:50.3,"['START', 'JOIN']","[0, 0]"
ADEDEX428,30:13.3,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 1567, 1573]"
MATH10240,09:11.3,"['START', 'JOIN', 'FINISH']","[0, 0, 5029]"
MATH10240,10:39.6,"['START', 'JOIN', 'FINISH']","[0, 0, 6361]"
MATH30250,16:38.9,"['START', 'JOIN', 'FINISH']","[0, 0, 4950]"
ECON20030,21:02.9,"['START', 'JOIN', 'FINISH']","[0, 0, 4587]"
MATH10240,07:50.8,"['START', 'JOIN', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 0, 813, 2935, 2958]"
PHYC10160,08:40.8,"['START', 'JOIN', 'FINISH']","[0, 0, 2870]"
ECON20030,16:30.6,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 2939]"
MST10030,18:30.8,"['START', 'JOIN', 'FINISH']","[0, 0, 1045]"
MATH10260,37:14.6,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 2553]"
ACM10060,37:55.1,"['START', 'JOIN', 'FINISH']","[0, 0, 3543]"
MST10030,45:48.7,"['START', 'JOIN', 'FINISH']","[0, 0, 1373]"
ECON20030,10:44.6,"['FINISH', 'START', 'JOIN']","[537, 0, 0]"
MST10030,21:17.8,"['FINISH', 'START', 'JOIN']","[592, 0, 0]"
MATH10260,22:39.4,"['FINISH', 'START', 'JOIN']","[800, 0, 0]"
MST20040,33:56.3,"['START', 'JOIN', 'FINISH']","[0, 0, 1880]"
ECON20030,39:50.9,"['START', 'JOIN', 'FINISH']","[0, 0, 1583]"
ACM10060,46:39.3,"['START', 'JOIN', 'FINISH']","[0, 0, 3130]"
ECON20030,57:42.1,"['FINISH', 'START', 'JOIN']","[190, 0, 0]"
MST30070,17:43.7,"['START', 'JOIN', 'FINISH']","[0, 0, 1584]"
MATH10260,34:56.9,"['START', 'JOIN', 'FINISH']","[0, 0, 2162]"
FIN30200,44:54.9,"['START', 'JOIN', 'FINISH']","[0, 0, 1557]"
MST20040,56:22.1,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 2348, 2352]"
MST10030,47:12.5,"['START', 'JOIN', 'FINISH']","[0, 0, 679]"
ACM10060,02:02.3,"['FINISH', 'START', 'JOIN', 'TRANSFER']","[2546, 0, 0, 44]"
MST20040,02:12.3,"['START', 'JOIN', 'FINISH']","[0, 0, 891]"
MST20050,02:26.2,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 36, 5057]"
MST10030,45:11.7,"['FINISH', 'START', 'JOIN']","[446, 0, 0]"
MATH10260,45:29.3,"['START', 'JOIN', 'FINISH']","[0, 0, 2137]"
MATH10260,53:25.0,"['FINISH', 'START', 'JOIN']","[1154, 0, 0]"
STAT10060,07:22.7,"['START', 'JOIN', 'FINISH']","[0, 0, 524]"
MATH10260,13:26.2,"['FINISH', 'START', 'JOIN']","[663, 0, 0]"
STAT10060,41:15.9,"['FINISH', 'START', 'JOIN']","[90, 0, 0]"
MST20050,05:41.5,"['START', 'JOIN', 'FINISH']","[0, 0, 100]"
MATH10260,08:51.6,"['START', 'JOIN', 'FINISH']","[0, 0, 670]"
ADEDEX428,11:43.2,"['START', 'JOIN', 'JOIN', 'JOIN', 'LEAVE', 'LEAVE', 'LEAVE', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'TRANSFER', 'LEAVE', 'LEAVE', 'FINISH']","[0, 0, 935, 1254, 5281, 5290, 5298, 14, 612, 641, 933, 1806, 5286, 5294, 5302]"
MST20050,38:06.2,"['FINISH', 'START', 'JOIN']","[185, 0, 0]"
MATH40370,07:52.5,"['START', 'JOIN', 'FINISH']","[0, 0, 356]"
MATH10350,10:19.1,"['START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 0, 0, 2978]"
ACM10080,19:56.7,"['START', 'JOIN', 'FINISH']","[0, 0, 3717]"
MST20050,20:19.4,"['START', 'JOIN', 'FINISH']","[0, 0, 3233]"
ECON20030,45:56.1,"['START', 'JOIN', 'FINISH']","[0, 0, 4591]"
MST20050,55:20.8,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 1139, 3152]"
MATH40010,00:42.9,"['START', 'JOIN', 'FINISH']","[0, 0, 5]"
MST30070,08:31.9,"['START', 'JOIN', 'FINISH']","[0, 0, 63]"
MATH10260,09:59.6,"['START', 'JOIN', 'FINISH']","[0, 0, 9382]"
MATH10350,11:23.2,"['START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 0, 0, 1471]"
ACM10060,57:39.1,"['START', 'JOIN', 'FINISH']","[0, 0, 3653]"
MATH40010,20:15.1,"['FINISH', 'START', 'JOIN', 'JOIN']","[6920, 0, 0, 0]"
MATH10260,48:16.1,"['FINISH', 'START', 'JOIN']","[3421, 0, 0]"
MST30070,00:34.7,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 912, 941]"
MATH10350,12:26.4,"['START', 'JOIN', 'FINISH']","[0, 0, 4241]"
MST20050,20:22.3,"['TRANSFER', 'START', 'JOIN', 'TRANSFER', 'TRANSFER', 'FINISH']","[1524, 0, 0, 2183, 3774, 7257]"
MST30020,46:08.9,"['START', 'JOIN', 'FINISH']","[0, 0, 12]"
STAT10060,14:02.3,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 3869, 6957]"
MST20050,28:56.4,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 6041, 6053]"
MST20050,48:10.1,"['START', 'JOIN', 'FINISH']","[0, 0, 802]"
MATH20320,48:15.0,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 361, 1962]"
MST20040,11:52.3,"['START', 'JOIN', 'FINISH']","[0, 0, 21]"
MATH10350,12:25.4,"['START', 'JOIN', 'FINISH']","[0, 0, 33]"
MST20040,29:08.6,"['START', 'JOIN', 'FINISH']","[0, 0, 789]"
STAT10060,03:20.9,"['START', 'JOIN', 'FINISH']","[0, 0, 257]"
MATH10260,05:22.9,"['START', 'JOIN', 'FINISH']","[0, 0, 6041]"
MATH40010,09:55.2,"['START', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 0, 10731, 10734]"
MATH10350,55:42.0,"['START', 'JOIN', 'FINISH']","[0, 0, 118]"
MATH10350,56:38.8,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 5887, 7018]"
MST20040,58:51.8,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 7772, 7782]"
MST20050,02:27.7,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 1007, 1108]"
MST20050,21:15.0,"['START', 'JOIN', 'FINISH']","[0, 0, 516]"
MST20050,14:14.5,"['START', 'JOIN', 'FINISH']","[0, 0, 784]"
MST20050,27:46.3,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 8767, 8770]"
MST20050,08:41.3,"['START', 'JOIN', 'FINISH']","[0, 0, 2165]"
MST20050,49:06.3,"['START', 'JOIN', 'FINISH']","[0, 0, 993]"
MST20050,06:30.0,"['START', 'JOIN', 'FINISH']","[0, 0, 2850]"
MST20050,26:17.2,"['START', 'JOIN', 'FINISH']","[0, 0, 1653]"
MATH10260,27:18.3,"['START', 'JOIN', 'FINISH']","[0, 0, 958]"
MST20050,03:04.1,"['FINISH', 'START', 'JOIN']","[696, 0, 0]"
ACM10060,06:27.1,"['START', 'JOIN', 'FINISH']","[0, 0, 2271]"
SBUS10050,25/03/2015 15:13,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 71, 5146]"
STAT10060,14:07.7,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 482, 5118]"
STAT20100,14:29.4,"['START', 'JOIN', 'FINISH', 'TRANSFER']","[0, 0, 2442, 2422]"
MST20050,14:43.9,"['START', 'JOIN', 'FINISH']","[0, 0, 2296]"
MATH20310,41:47.2,"['TRANSFER', 'START', 'JOIN']","[3469, 0, 0]"
ADEDEX428,02:09.6,"['START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN']","[0, 0, 0, 0, 3557, 3556, 3558]"
MATH10350,02:46.7,"['START', 'JOIN', 'FINISH', 'TRANSFER', 'JOIN']","[0, 0, 3336, 1892, 1925]"
MATH10350,14:41.0,"['FINISH', 'START', 'JOIN']","[1669, 0, 0]"
MATH10350,27:56.1,"['FINISH', 'START', 'JOIN']","[845, 0, 0]"
MATH10350,31:38.9,"['TRANSFER', 'START', 'JOIN', 'JOIN', 'FINISH']","[1461, 0, 0, 0, 2018]"
ECON10030,35:15.9,"['START', 'JOIN', 'FINISH']","[0, 0, 863]"
ACM10060,50:10.8,"['START', 'JOIN', 'FINISH']","[0, 0, 5835]"
MATH10350,10:48.7,"['FINISH', 'START', 'JOIN']","[6702, 0, 0]"
ACM10060,53:29.7,"['START', 'JOIN', 'FINISH']","[0, 0, 2984]"
MATH10350,34:38.5,"['START', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 0, 2748, 2757]"
EEEN30150,40:22.2,"['FINISH', 'START', 'JOIN']","[248, 0, 0]"
MATH10260,52:44.9,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 696, 3241]"
MATH10260,27:49.4,"['START', 'JOIN', 'FINISH']","[0, 0, 2427]"
MATH40010,20:05.9,"['START', 'JOIN', 'JOIN', 'TRANSFER', 'TRANSFER', 'FINISH']","[0, 0, 0, 4803, 23147, 23220]"
MST20040,46:42.2,"['START', 'JOIN', 'FINISH']","[0, 0, 7467]"
ENVB40370,34:25.0,"['START', 'JOIN', 'FINISH']","[0, 0, 4613]"
MST20010,15:10.1,"['START', 'JOIN']","[0, 0]"
MATH30040,51:29.0,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 32]"
MST20040,07:18.3,"['START', 'JOIN']","[0, 0]"
PHYC10180,01:48.7,"['START', 'JOIN', 'FINISH']","[0, 0, 6871]"
MATH10260,12:31.0,"['FINISH', 'START', 'JOIN', 'TRANSFER']","[3265, 0, 0, 1634]"
ECON20180,13:34.4,"['START', 'JOIN', 'FINISH']","[0, 0, 2850]"
MATH40010,33:56.2,"['START', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 0, 3036, 9227]"
MST20040,35:01.7,"['START', 'JOIN', 'FINISH']","[0, 0, 9171]"
MATH10260,42:16.8,"['START', 'JOIN', 'FINISH']","[0, 0, 4171]"
MATH10260,56:41.6,"['TRANSFER', 'FINISH', 'START', 'JOIN']","[3318, 3320, 0, 0]"
ECON20150,01:12.3,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 3043, 3045]"
MATH10350,27:25.7,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 2597]"
MATH10260,05:18.5,"['START', 'JOIN', 'FINISH']","[0, 0, 116]"
STAT10060,05:36.3,"['START', 'JOIN', 'FINISH']","[0, 0, 3632]"
ACM10060,08:38.1,"['START', 'JOIN', 'FINISH']","[0, 0, 1581]"
MATH10260,12:29.0,"['START', 'JOIN', 'FINISH']","[0, 0, 735]"
MATH10260,28:09.8,"['START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 115, 5256, 5527]"
EEEN30150,35:45.8,"['START', 'JOIN', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 0, 3654]"
MATH10260,36:45.9,"['START', 'JOIN', 'FINISH']","[0, 0, 1010]"
ACM10060,13:09.1,"['START', 'JOIN', 'FINISH']","[0, 0, 62]"
MST20040,14:43.2,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 4440, 5927]"
MATH10220,16:12.0,"['START', 'JOIN', 'FINISH']","[0, 0, 1031]"
STAT10060,18:51.1,"['START', 'JOIN', 'FINISH']","[0, 0, 1285]"
MATH20150,35:16.6,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 4710, 4715]"
MST20040,41:32.4,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 1282, 2798]"
ACM10060,30:25.9,"['START', 'JOIN', 'FINISH']","[0, 0, 124]"
MATH10260,54:51.8,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 157, 2794]"
ACM10060,45:18.9,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 2919, 3156]"
SBUS10050,10:52.1,"['START', 'JOIN', 'FINISH']","[0, 0, 6057]"
STAT20100,52:03.5,"['START', 'JOIN']","[0, 0]"
ADEDEX428,01:04.8,"['START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 0, 228, 698, 699, 702, 2146, 2485, 5196]"
MST30050,03:04.7,"['START', 'JOIN', 'FINISH']","[0, 0, 170]"
MATH10260,14:33.6,"['START', 'JOIN', 'FINISH']","[0, 0, 81]"
MATH10260,00:04.8,"['START', 'JOIN', 'FINISH']","[0, 0, 3376]"
MATH10350,02:29.5,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 914, 1454]"
COMP20080,15:29.5,"['START', 'JOIN', 'FINISH']","[0, 0, 28]"
MATH10260,23:28.5,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 3701, 3707]"
MATH10350,24:48.1,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 70]"
MATH10260,28:06.5,"['START', 'JOIN', 'JOIN', 'LEAVE', 'FINISH']","[0, 0, 0, 8, 1375]"
MATH10260,35:11.5,"['TRANSFER', 'FINISH', 'START', 'JOIN', 'TRANSFER', 'JOIN', 'JOIN']","[8731, 8735, 0, 0, 2319, 2384, 2387]"
MATH10240,40:13.9,"['FINISH', 'START', 'JOIN']","[3981, 0, 0]"
MATH10260,57:19.7,"['FINISH', 'START', 'JOIN']","[790, 0, 0]"
SCI10010,12:50.0,"['START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 0, 0, 679]"
MATH10260,25:27.9,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 3270]"
MATH10310,40:42.9,"['FINISH', 'START', 'JOIN']","[2014, 0, 0]"
MATH10240,47:53.7,"['FINISH', 'START', 'JOIN']","[4592, 0, 0]"
MATH10350,56:46.8,"['START', 'JOIN', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 0, 0, 3842, 3845]"
MST10030,58:40.7,"['FINISH', 'START', 'JOIN']","[3195, 0, 0]"
