times,year,month,date,academic_year,semester,week,weekday,hour,events,subject,student_level,number_of_tutors,duration_s,duration_m
"[435, 0, 0]",2018,3,8,2017/2018,2,6,4,14,"['FINISH', 'START', 'JOIN']",ACM,2,3,435,7
"[0, 129, 85, 0]",2018,3,8,2017/2018,2,6,4,14,"['START', 'FINISH', 'JOIN', 'JOIN']",MST,2,3,129,2
"[0, 0, 0, 2889, 10242, 0, 998]",2018,3,8,2017/2018,2,6,4,14,"['JOIN', 'START', 'JOIN', 'PAUSE', 'FINISH', 'JOIN', 'PAUSE']",MATH,2,3,10242,170
"[0, 406, 0]",2018,3,8,2017/2018,2,6,4,14,"['START', 'FINISH', 'JOIN']",ACM,2,3,406,6
"[0, 722, 0]",2018,3,8,2017/2018,2,6,4,14,"['START', 'FINISH', 'JOIN']",MATH,1,3,722,12
"[0, 475, 0]",2018,3,8,2017/2018,2,6,4,14,"['JOIN', 'FINISH', 'START']",STAT,1,3,475,7
"[0, 0, 1417]",2018,3,8,2017/2018,2,6,4,14,"['JOIN', 'START', 'FINISH']",STAT,1,3,1417,23
"[941, 0, 0]",2018,3,8,2017/2018,2,6,4,14,"['FINISH', 'JOIN', 'START']",MATH,1,3,941,15
"[0, 1950, 0, 17]",2018,3,8,2017/2018,2,6,4,15,"['START', 'FINISH', 'JOIN', 'PAUSE']",MST,2,3,1950,32
"[609, 0, 0, 9]",2018,3,8,2017/2018,2,6,4,15,"['FINISH', 'START', 'JOIN', 'JOIN']",MATH,1,3,609,10
"[1848, 7329, 0, 0]",2018,3,8,2017/2018,2,6,4,15,"['PAUSE', 'FINISH', 'START', 'JOIN']",MST,2,3,7329,122
"[0, 655, 0]",2018,3,8,2017/2018,2,6,4,15,"['START', 'FINISH', 'JOIN']",MST,2,3,655,10
"[0, 978, 0]",2018,3,8,2017/2018,2,6,4,15,"['JOIN', 'FINISH', 'START']",STAT,1,3,978,16
"[256, 0, 0]",2018,3,8,2017/2018,2,6,4,15,"['FINISH', 'START', 'JOIN']",ACM,2,3,256,4
"[1305, 0, 0]",2018,3,8,2017/2018,2,6,4,15,"['FINISH', 'JOIN', 'START']",MATH,2,3,1305,21
"[0, 0, 734]",2018,3,8,2017/2018,2,6,4,15,"['START', 'JOIN', 'FINISH']",MATH,1,3,734,12
"[5316, 3043, 0, 0]",2018,3,8,2017/2018,2,6,4,15,"['FINISH', 'PAUSE', 'START', 'JOIN']",MST,2,3,5316,88
"[0, 868, 0]",2018,3,8,2017/2018,2,6,4,16,"['START', 'FINISH', 'JOIN']",MST,2,3,868,14
"[1700, 0, 0]",2018,3,8,2017/2018,2,6,4,16,"['FINISH', 'JOIN', 'START']",MATH,1,3,1700,28
"[1416, 1421, 0, 1417, 0, 3786]",2018,3,8,2017/2018,2,6,4,16,"['JOIN', 'JOIN', 'JOIN', 'JOIN', 'START', 'FINISH']",STAT,1,3,3786,63
"[0, 0, 1964]",2018,3,8,2017/2018,2,6,4,16,"['JOIN', 'START', 'FINISH']",PHYC,1,3,1964,32
"[0, 0, 49]",2018,3,8,2017/2018,2,6,4,17,"['JOIN', 'START', 'FINISH']",MATH,2,1,49,0
"[601, 0, 0]",2018,3,8,2017/2018,2,6,4,17,"['FINISH', 'START', 'JOIN']",STAT,1,1,601,10
"[0, 15, 0]",2018,3,8,2017/2018,2,6,4,18,"['START', 'FINISH', 'JOIN']",ACM,2,1,15,0
"[0, 7909, 0, 1584, 8676]",2018,3,8,2017/2018,2,6,4,18,"['START', 'PAUSE', 'JOIN', 'PAUSE', 'FINISH']",MATH,1,1,8676,144
"[0, 2001, 6948, 0]",2018,3,8,2017/2018,2,6,4,18,"['JOIN', 'PAUSE', 'FINISH', 'START']",MATH,0,1,6948,115
"[5083, 842, 0, 0, 4938, 5092]",2018,3,8,2017/2018,2,6,4,19,"['TRANSFER', 'PAUSE', 'START', 'JOIN', 'PAUSE', 'FINISH']",MATH,1,1,9,0
"[15, 3836, 0, 0]",2018,3,8,2017/2018,2,6,4,19,"['PAUSE', 'FINISH', 'JOIN', 'START']",MST,2,1,3836,63
"[0, 1953, 10589, 0]",2018,3,9,2017/2018,2,6,5,10,"['START', 'PAUSE', 'FINISH', 'JOIN']",STAT,1,2,10589,176
"[0, 0, 5658, 0, 59, 0]",2018,3,9,2017/2018,2,6,5,10,"['JOIN', 'JOIN', 'FINISH', 'JOIN', 'PAUSE', 'START']",MATH,1,2,5658,94
"[4099, 7424, 10185, 0, 8845, 7418, 0]",2018,3,9,2017/2018,2,6,5,10,"['PAUSE', 'TRANSFER', 'FINISH', 'START', 'PAUSE', 'PAUSE', 'JOIN']",STAT,1,2,2761,46
"[0, 2189, 0, 0, 8240]",2018,3,9,2017/2018,2,6,5,10,"['JOIN', 'PAUSE', 'JOIN', 'START', 'FINISH']",STAT,1,2,8240,137
"[44, 0, 0]",2018,3,9,2017/2018,2,6,5,11,"['FINISH', 'START', 'JOIN']",ACM,2,2,44,0
"[0, 0, 1247]",2018,3,9,2017/2018,2,6,5,11,"['START', 'JOIN', 'FINISH']",MST,2,2,1247,20
"[0, 4823, 1006, 0]",2018,3,9,2017/2018,2,6,5,11,"['JOIN', 'FINISH', 'PAUSE', 'START']",STAT,2,2,4823,80
"[0, 0, 0, 4760, 12, 0]",2018,3,9,2017/2018,2,6,5,11,"['JOIN', 'JOIN', 'START', 'FINISH', 'PAUSE', 'JOIN']",STAT,2,2,4760,79
"[588, 2409, 0, 0]",2018,3,9,2017/2018,2,6,5,11,"['PAUSE', 'FINISH', 'JOIN', 'START']",STAT,2,2,2409,40
"[1658, 345, 0, 2366, 1654, 0]",2018,3,9,2017/2018,2,6,5,12,"['PAUSE', 'PAUSE', 'START', 'FINISH', 'TRANSFER', 'JOIN']",PHYC,1,2,712,11
"[413, 0, 0, 236]",2018,3,9,2017/2018,2,6,5,12,"['FINISH', 'JOIN', 'START', 'PAUSE']",STAT,1,2,413,6
"[1035, 0, 0]",2018,3,9,2017/2018,2,6,5,12,"['FINISH', 'JOIN', 'START']",STAT,2,2,1035,17
"[270, 0, 0]",2018,3,9,2017/2018,2,6,5,12,"['FINISH', 'JOIN', 'START']",MATH,1,2,270,4
"[1304, 0, 0]",2018,3,26,2017/2018,2,9,1,9,"['FINISH', 'JOIN', 'START']",MST,2,,1304,21
"[0, 1830, 0]",2018,3,26,2017/2018,2,9,1,9,"['START', 'FINISH', 'JOIN']",ACM,1,,1830,30
"[13, 4, 0, 3786, 0, 6]",2018,3,26,2017/2018,2,9,1,10,"['JOIN', 'JOIN', 'JOIN', 'FINISH', 'START', 'JOIN']",MATH,2,2,3786,63
"[69, 0, 1039, 63, 0, 0]",2018,3,26,2017/2018,2,9,1,10,"['JOIN', 'JOIN', 'FINISH', 'JOIN', 'START', 'JOIN']",MATH,2,2,1039,17
"[742, 0, 0]",2018,3,26,2017/2018,2,9,1,10,"['FINISH', 'JOIN', 'START']",ACM,1,2,742,12
"[0, 698, 0]",2018,3,26,2017/2018,2,9,1,10,"['JOIN', 'FINISH', 'START']",MST,2,2,698,11
"[0, 280, 0]",2018,3,26,2017/2018,2,9,1,10,"['START', 'FINISH', 'JOIN']",ACM,1,2,280,4
"[0, 47, 0]",2018,3,26,2017/2018,2,9,1,10,"['START', 'FINISH', 'JOIN']",ACM,1,2,47,0
"[0, 0, 38]",2018,3,26,2017/2018,2,9,1,10,"['START', 'JOIN', 'FINISH']",STAT,2,2,38,0
"[489, 0, 0, 1278]",2018,3,26,2017/2018,2,9,1,11,"['PAUSE', 'JOIN', 'START', 'FINISH']",ACM,1,4,1278,21
"[407, 0, 0]",2018,3,26,2017/2018,2,9,1,11,"['FINISH', 'START', 'JOIN']",ACM,1,4,407,6
"[0, 0, 114]",2018,3,26,2017/2018,2,9,1,12,"['JOIN', 'START', 'FINISH']",MATH,2,4,114,1
"[1917, 0, 0]",2018,3,26,2017/2018,2,9,1,12,"['FINISH', 'START', 'JOIN']",MST,0,4,1917,31
"[0, 0, 0, 0, 408]",2018,3,26,2017/2018,2,9,1,12,"['START', 'JOIN', 'JOIN', 'JOIN', 'FINISH']",MATH,2,4,408,6
"[0, 517, 0]",2018,3,26,2017/2018,2,9,1,12,"['JOIN', 'FINISH', 'START']",ACM,1,4,517,8
"[0, 0, 756]",2018,3,26,2017/2018,2,9,1,13,"['START', 'JOIN', 'FINISH']",MST,1,3,756,12
"[3289, 444, 575, 547, 0, 0]",2018,3,26,2017/2018,2,9,1,13,"['FINISH', 'PAUSE', 'PAUSE', 'TRANSFER', 'START', 'JOIN']",MATH,1,3,2742,45
"[0, 120, 0]",2018,3,26,2017/2018,2,9,1,13,"['START', 'FINISH', 'JOIN']",MST,1,3,120,2
"[0, 35, 0]",2018,3,26,2017/2018,2,9,1,13,"['START', 'FINISH', 'JOIN']",MATH,2,3,35,0
"[499, 0, 0]",2018,3,26,2017/2018,2,9,1,13,"['FINISH', 'JOIN', 'START']",MATH,1,3,499,8
"[0, 0, 1072]",2018,3,26,2017/2018,2,9,1,13,"['JOIN', 'START', 'FINISH']",MST,1,3,1072,17
"[0, 0, 966, 2825, 1161]",2018,3,26,2017/2018,2,9,1,13,"['JOIN', 'START', 'JOIN', 'FINISH', 'JOIN']",MATH,2,3,2825,47
"[0, 2213, 0]",2018,3,26,2017/2018,2,9,1,14,"['START', 'FINISH', 'JOIN']",ACM,1,3,2213,36
"[0, 0, 258]",2018,3,26,2017/2018,2,9,1,14,"['START', 'JOIN', 'FINISH']",MST,1,3,258,4
"[0, 1102, 0, 2390]",2018,3,26,2017/2018,2,9,1,14,"['JOIN', 'PAUSE', 'START', 'FINISH']",MST,1,3,2390,39
"[0, 592, 0]",2018,3,26,2017/2018,2,9,1,14,"['JOIN', 'FINISH', 'START']",MATH,1,3,592,9
"[0, 0, 1775, 4666]",2018,3,26,2017/2018,2,9,1,14,"['JOIN', 'START', 'JOIN', 'FINISH']",MATH,2,3,4666,77
"[0, 1102]",2018,3,26,2017/2018,2,9,1,14,"['START', 'FINISH']",MIS,2,3,1102,18
"[0, 84, 0, 23]",2018,3,26,2017/2018,2,9,1,15,"['JOIN', 'FINISH', 'START', 'PAUSE']",MIS,2,3,84,1
"[0, 1634, 0]",2018,3,26,2017/2018,2,9,1,15,"['START', 'FINISH', 'JOIN']",MATH,1,3,1634,27
"[0, 1028, 0]",2018,3,26,2017/2018,2,9,1,15,"['START', 'FINISH', 'JOIN']",MST,2,3,1028,17
"[0, 548, 0]",2018,3,26,2017/2018,2,9,1,16,"['JOIN', 'FINISH', 'START']",MST,2,4,548,9
"[0, 0, 1753]",2018,3,26,2017/2018,2,9,1,16,"['START', 'JOIN', 'FINISH']",STAT,2,4,1753,29
"[0, 0, 33]",2018,3,26,2017/2018,2,9,1,16,"['JOIN', 'START', 'FINISH']",STAT,2,4,33,0
"[0, 0, 4326]",2018,3,26,2017/2018,2,9,1,16,"['JOIN', 'START', 'FINISH']",MATH,2,4,4326,72
"[0, 0, 788]",2018,3,26,2017/2018,2,9,1,16,"['JOIN', 'START', 'FINISH']",MATH,2,4,788,13
"[1702, 0, 0]",2018,3,26,2017/2018,2,9,1,17,"['FINISH', 'JOIN', 'START']",STAT,2,1,1702,28
"[1245, 0, 0]",2018,3,26,2017/2018,2,9,1,18,"['FINISH', 'START', 'JOIN']",MATH,0,1,1245,20
"[3042, 0, 0, 323]",2018,3,26,2017/2018,2,9,1,18,"['FINISH', 'JOIN', 'START', 'PAUSE']",MATH,1,1,3042,50
"[0, 0, 2344, 514]",2018,3,26,2017/2018,2,9,1,19,"['JOIN', 'START', 'FINISH', 'PAUSE']",MATH,0,1,2344,39
"[370, 0, 664, 0]",2018,3,26,2017/2018,2,9,1,19,"['PAUSE', 'JOIN', 'FINISH', 'START']",MATH,1,1,664,11
"[1057, 0, 0]",2018,3,27,2017/2018,2,9,2,10,"['FINISH', 'JOIN', 'START']",ACM,2,2,1057,17
"[3115, 0, 0, 4586]",2018,3,27,2017/2018,2,9,2,10,"['PAUSE', 'JOIN', 'START', 'FINISH']",MATH,1,2,4586,76
"[18, 0, 1455, 0, 6413]",2018,3,27,2017/2018,2,9,2,10,"['PAUSE', 'START', 'PAUSE', 'JOIN', 'FINISH']",MST,2,2,6413,106
"[0, 680, 0]",2018,3,27,2017/2018,2,9,2,10,"['START', 'FINISH', 'JOIN']",MST,1,2,680,11
"[0, 0, 229]",2018,3,27,2017/2018,2,9,2,10,"['JOIN', 'START', 'FINISH']",MST,1,2,229,3
"[5767, 1298, 0, 0, 4533, 5756]",2018,3,27,2017/2018,2,9,2,11,"['FINISH', 'PAUSE', 'JOIN', 'START', 'PAUSE', 'PAUSE']",MATH,1,2,5767,96
"[0, 3943, 0]",2018,3,27,2017/2018,2,9,2,11,"['START', 'FINISH', 'JOIN']",MATH,2,2,3943,65
"[80, 4593, 0, 0]",2018,3,27,2017/2018,2,9,2,12,"['PAUSE', 'FINISH', 'JOIN', 'START']",MIS,2,3,4593,76
"[2469, 0, 5335, 0]",2018,3,27,2017/2018,2,9,2,12,"['PAUSE', 'JOIN', 'FINISH', 'START']",MATH,1,3,5335,88
"[756, 0, 0]",2018,3,27,2017/2018,2,9,2,12,"['FINISH', 'JOIN', 'START']",MATH,2,3,756,12
"[521, 5011, 496, 0, 502, 0]",2018,3,27,2017/2018,2,9,2,12,"['PAUSE', 'FINISH', 'PAUSE', 'START', 'TRANSFER', 'JOIN']",MATH,1,3,4509,75
"[0, 3033, 1730, 0]",2018,3,27,2017/2018,2,9,2,12,"['START', 'FINISH', 'PAUSE', 'JOIN']",MATH,1,3,3033,50
"[2822, 2824, 8346, 0, 0, 32]",2018,3,27,2017/2018,2,9,2,13,"['TRANSFER', 'PAUSE', 'FINISH', 'JOIN', 'START', 'PAUSE']",STAT,2,2,5524,92
"[123, 0, 107, 58, 0]",2018,3,27,2017/2018,2,9,2,13,"['FINISH', 'JOIN', 'PAUSE', 'PAUSE', 'START']",MIS,2,2,123,2
"[0, 1759, 0]",2018,3,27,2017/2018,2,9,2,14,"['START', 'FINISH', 'JOIN']",MST,1,2,1759,29
"[0, 0, 3194]",2018,3,27,2017/2018,2,9,2,15,"['JOIN', 'START', 'FINISH']",STAT,2,4,3194,53
"[0, 926, 1010, 0]",2018,3,27,2017/2018,2,9,2,15,"['START', 'PAUSE', 'FINISH', 'JOIN']",STAT,2,4,1010,16
"[1563, 0, 0]",2018,3,27,2017/2018,2,9,2,15,"['FINISH', 'START', 'JOIN']",MATH,1,4,1563,26
"[3267, 0, 0]",2018,3,27,2017/2018,2,9,2,15,"['FINISH', 'JOIN', 'START']",PHYC,1,4,3267,54
"[4877, 0, 0, 8, 3024]",2018,3,27,2017/2018,2,9,2,16,"['FINISH', 'JOIN', 'START', 'PAUSE', 'PAUSE']",STAT,2,3,4877,81
"[2970, 4684, 708, 0, 0]",2018,3,27,2017/2018,2,9,2,16,"['PAUSE', 'FINISH', 'PAUSE', 'JOIN', 'START']",STAT,2,3,4684,78
"[1658, 0, 0]",2018,3,27,2017/2018,2,9,2,16,"['FINISH', 'START', 'JOIN']",MATH,0,3,1658,27
"[0, 1447, 4131, 0, 1009]",2018,3,27,2017/2018,2,9,2,18,"['START', 'PAUSE', 'FINISH', 'JOIN', 'PAUSE']",MATH,0,1,4131,68
"[282, 0, 0]",2018,3,27,2017/2018,2,9,2,18,"['FINISH', 'START', 'JOIN']",MIS,2,1,282,4
"[366, 1892, 0, 0]",2018,3,27,2017/2018,2,9,2,19,"['PAUSE', 'FINISH', 'START', 'JOIN']",MATH,1,1,1892,31
"[1471, 0, 385, 0]",2018,3,27,2017/2018,2,9,2,19,"['FINISH', 'JOIN', 'PAUSE', 'START']",MATH,1,1,1471,24
"[1344, 65, 0, 0, 1898, 2000, 1332]",2018,3,28,2017/2018,2,9,3,10,"['JOIN', 'PAUSE', 'START', 'JOIN', 'PAUSE', 'FINISH', 'TRANSFER']",ACM,1,3,668,11
"[0, 1271, 0]",2018,3,28,2017/2018,2,9,3,10,"['JOIN', 'FINISH', 'START']",MIS,2,3,1271,21
"[6314, 2205, 0, 0]",2018,3,28,2017/2018,2,9,3,10,"['FINISH', 'PAUSE', 'START', 'JOIN']",MATH,2,3,6314,105
"[0, 0, 13337, 342, 13335]",2018,3,28,2017/2018,2,9,3,10,"['START', 'JOIN', 'FINISH', 'PAUSE', 'TRANSFER']",MATH,2,3,2,0
"[0, 0, 12560, 12562, 284]",2018,3,28,2017/2018,2,9,3,10,"['JOIN', 'START', 'TRANSFER', 'FINISH', 'PAUSE']",MST,2,3,2,0
"[0, 2993, 0, 6069]",2018,3,28,2017/2018,2,9,3,10,"['START', 'PAUSE', 'JOIN', 'FINISH']",MATH,1,3,6069,101
"[0, 0, 1125]",2018,3,28,2017/2018,2,9,3,10,"['START', 'JOIN', 'FINISH']",ACM,2,3,1125,18
"[591, 0, 0]",2018,3,28,2017/2018,2,9,3,11,"['FINISH', 'START', 'JOIN']",MATH,2,3,591,9
"[0, 0, 862]",2018,3,28,2017/2018,2,9,3,11,"['JOIN', 'START', 'FINISH']",ACM,2,3,862,14
"[0, 580, 0]",2018,3,28,2017/2018,2,9,3,11,"['START', 'FINISH', 'JOIN']",MST,2,3,580,9
"[0, 1091, 0]",2018,3,28,2017/2018,2,9,3,11,"['START', 'FINISH', 'JOIN']",ACM,1,3,1091,18
"[0, 0, 3164]",2018,3,28,2017/2018,2,9,3,12,"['JOIN', 'START', 'FINISH']",MATH,1,3,3164,52
"[1236, 0, 1239, 0, 3902]",2018,3,28,2017/2018,2,9,3,12,"['PAUSE', 'START', 'PAUSE', 'JOIN', 'FINISH']",STAT,1,3,3902,65
"[83, 0, 0, 4886, 4955]",2018,3,28,2017/2018,2,9,3,12,"['PAUSE', 'JOIN', 'START', 'PAUSE', 'FINISH']",MST,2,3,4955,82
"[0, 0, 2029]",2018,3,28,2017/2018,2,9,3,13,"['JOIN', 'START', 'FINISH']",MATH,2,3,2029,33
"[121, 0, 0]",2018,3,28,2017/2018,2,9,3,13,"['FINISH', 'START', 'JOIN']",STAT,1,3,121,2
"[0, 655, 0]",2018,3,28,2017/2018,2,9,3,13,"['JOIN', 'FINISH', 'START']",MST,2,3,655,10
"[0, 0, 1536]",2018,3,28,2017/2018,2,9,3,13,"['JOIN', 'START', 'FINISH']",MST,2,3,1536,25
"[317, 0, 404, 0]",2018,3,28,2017/2018,2,9,3,14,"['PAUSE', 'START', 'FINISH', 'JOIN']",STAT,1,4,404,6
"[2536, 2939, 0, 0]",2018,3,28,2017/2018,2,9,3,14,"['PAUSE', 'FINISH', 'JOIN', 'START']",MST,2,4,2939,48
"[0, 0, 1200]",2018,3,28,2017/2018,2,9,3,14,"['START', 'JOIN', 'FINISH']",MST,1,4,1200,20
"[0, 857, 0, 722]",2018,3,28,2017/2018,2,9,3,14,"['START', 'FINISH', 'JOIN', 'PAUSE']",MIS,2,4,857,14
"[1369, 0, 2302, 0, 1537]",2018,3,28,2017/2018,2,9,3,15,"['PAUSE', 'JOIN', 'FINISH', 'START', 'PAUSE']",MATH,0,3,2302,38
"[0, 0, 2, 0, 3702]",2018,3,28,2017/2018,2,9,3,15,"['START', 'JOIN', 'PAUSE', 'JOIN', 'FINISH']",ECON,2,3,3702,61
"[0, 0, 544, 560, 590, 653]",2018,3,28,2017/2018,2,9,3,15,"['START', 'JOIN', 'PAUSE', 'TRANSFER', 'PAUSE', 'FINISH']",MATH,0,3,93,1
"[123, 0, 0]",2018,3,28,2017/2018,2,9,3,16,"['FINISH', 'JOIN', 'START']",SCI,0,3,123,2
"[0, 3052, 1135, 0, 5119, 1974, 1135, 3542]",2018,3,28,2017/2018,2,9,3,16,"['JOIN', 'JOIN', 'JOIN', 'START', 'FINISH', 'JOIN', 'JOIN', 'JOIN']",MATH,0,3,5119,85
"[0, 0, 1314, 1]",2018,3,28,2017/2018,2,9,3,16,"['START', 'JOIN', 'FINISH', 'PAUSE']",MST,1,3,1314,21
"[0, 0, 1323, 3]",2018,3,28,2017/2018,2,9,3,16,"['START', 'JOIN', 'FINISH', 'PAUSE']",MST,2,3,1323,22
"[0, 0, 1761]",2018,3,28,2017/2018,2,9,3,16,"['JOIN', 'START', 'FINISH']",PHYC,1,3,1761,29
"[0, 3, 0, 1404]",2018,3,29,2017/2018,2,9,4,10,"['START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,2,1404,23
"[2439, 0, 0, 1057]",2018,3,29,2017/2018,2,9,4,10,"['FINISH', 'JOIN', 'START', 'PAUSE']",MATH,1,2,2439,40
"[2153, 10058, 86, 819, 739, 0, 0, 15232, 10050, 15229]",2018,3,29,2017/2018,2,9,4,11,"['PAUSE', 'PAUSE', 'PAUSE', 'PAUSE', 'TRANSFER', 'START', 'JOIN', 'FINISH', 'TRANSFER', 'TRANSFER']",MST,1,3,3,0
"[6682, 3707, 1700, 3768, 0, 676, 214, 7629, 0]",2018,3,29,2017/2018,2,9,4,11,"['PAUSE', 'PAUSE', 'JOIN', 'PAUSE', 'JOIN', 'TRANSFER', 'PAUSE', 'FINISH', 'START']",MIS,2,3,6953,115
"[0, 1357, 3644, 0]",2018,3,29,2017/2018,2,9,4,12,"['JOIN', 'PAUSE', 'FINISH', 'START']",MATH,1,2,3644,60
"[2552, 0, 662, 0, 2824]",2018,3,29,2017/2018,2,9,4,13,"['TRANSFER', 'START', 'PAUSE', 'JOIN', 'FINISH']",MATH,1,3,272,4
"[0, 0, 605]",2018,3,29,2017/2018,2,9,4,13,"['START', 'JOIN', 'FINISH']",STAT,1,3,605,10
"[10572, 2679, 2706, 5723, 4208, 0, 0]",2018,3,29,2017/2018,2,9,4,13,"['FINISH', 'PAUSE', 'TRANSFER', 'PAUSE', 'PAUSE', 'START', 'JOIN']",MATH,0,3,7866,131
"[0, 2716, 0, 53, 6266, 966]",2018,3,29,2017/2018,2,9,4,14,"['JOIN', 'PAUSE', 'START', 'PAUSE', 'FINISH', 'PAUSE']",MATH,1,3,6266,104
"[9277, 13, 0, 4682, 0, 0, 5793]",2018,3,29,2017/2018,2,9,4,14,"['FINISH', 'PAUSE', 'JOIN', 'TRANSFER', 'START', 'JOIN', 'PAUSE']",ACM,2,3,4595,76
"[807, 6017, 0, 4678, 0, 0]",2018,3,29,2017/2018,2,9,4,14,"['PAUSE', 'FINISH', 'START', 'PAUSE', 'JOIN', 'JOIN']",STAT,2,3,6017,100
"[0, 6332, 0, 1419]",2018,3,29,2017/2018,2,9,4,15,"['START', 'FINISH', 'JOIN', 'PAUSE']",MIS,1,3,6332,105
"[12, 2493, 694, 0, 0]",2018,3,29,2017/2018,2,9,4,15,"['PAUSE', 'FINISH', 'TRANSFER', 'JOIN', 'START']",STAT,1,3,1799,29
"[0, 2557, 0, 0, 0, 8]",2018,3,29,2017/2018,2,9,4,15,"['JOIN', 'FINISH', 'JOIN', 'START', 'JOIN', 'PAUSE']",IS,1,3,2557,42
"[7517, 7473, 0, 0, 7526, 7474, 215]",2018,3,29,2017/2018,2,9,4,16,"['PAUSE', 'TRANSFER', 'START', 'JOIN', 'FINISH', 'PAUSE', 'PAUSE']",MATH,0,3,53,0
"[6, 0, 7313, 7315, 0]",2018,3,29,2017/2018,2,9,4,16,"['PAUSE', 'JOIN', 'TRANSFER', 'FINISH', 'START']",ACM,2,3,2,0
"[2274, 0, 0]",2018,3,29,2017/2018,2,9,4,16,"['FINISH', 'JOIN', 'START']",MIS,2,3,2274,37
"[0, 0, 549, 0]",2018,3,29,2017/2018,2,9,4,16,"['START', 'JOIN', 'FINISH', 'JOIN']",MATH,2,3,549,9
"[0, 6471, 6477, 0, 557]",2018,3,29,2017/2018,2,9,4,16,"['JOIN', 'TRANSFER', 'FINISH', 'START', 'PAUSE']",MST,2,3,6,0
"[0, 5482, 267, 988, 0]",2018,3,29,2017/2018,2,9,4,18,"['JOIN', 'FINISH', 'PAUSE', 'PAUSE', 'START']",MST,2,1,5482,91
"[0, 1813, 0, 4472]",2018,3,29,2017/2018,2,9,4,18,"['JOIN', 'PAUSE', 'START', 'FINISH']",PHYC,1,1,4472,74
"[0, 0, 40]",2018,3,29,2017/2018,2,9,4,19,"['JOIN', 'START', 'FINISH']",MATH,0,1,40,0
"[7669, 0, 0, 1147]",2018,4,3,2017/2018,2,10,2,10,"['FINISH', 'START', 'JOIN', 'PAUSE']",ACM,2,2,7669,127
"[0, 0, 1335, 0]",2018,4,3,2017/2018,2,10,2,10,"['START', 'JOIN', 'FINISH', 'JOIN']",MST,2,2,1335,22
"[6477, 1799, 0, 0]",2018,4,3,2017/2018,2,10,2,10,"['FINISH', 'PAUSE', 'JOIN', 'START']",MATH,1,2,6477,107
"[25, 0, 0, 831]",2018,4,3,2017/2018,2,10,2,10,"['PAUSE', 'JOIN', 'START', 'FINISH']",ACM,2,2,831,13
"[0, 729, 0, 23]",2018,4,3,2017/2018,2,10,2,10,"['JOIN', 'FINISH', 'START', 'JOIN']",MATH,1,2,729,12
"[2406, 0, 0]",2018,4,3,2017/2018,2,10,2,10,"['FINISH', 'JOIN', 'START']",MATH,1,2,2406,40
"[0, 1484, 0, 4544]",2018,4,3,2017/2018,2,10,2,10,"['START', 'PAUSE', 'JOIN', 'FINISH']",MATH,1,2,4544,75
"[0, 484, 2835, 0]",2018,4,3,2017/2018,2,10,2,11,"['JOIN', 'PAUSE', 'FINISH', 'START']",MATH,1,2,2835,47
"[734, 0, 0]",2018,4,3,2017/2018,2,10,2,11,"['FINISH', 'JOIN', 'START']",MIS,2,2,734,12
"[4587, 2090, 4591, 0, 0]",2018,4,3,2017/2018,2,10,2,11,"['TRANSFER', 'PAUSE', 'FINISH', 'START', 'JOIN']",MATH,1,2,4,0
"[0, 975, 0]",2018,4,3,2017/2018,2,10,2,11,"['START', 'FINISH', 'JOIN']",MATH,1,2,975,16
"[1016, 0, 0]",2018,4,3,2017/2018,2,10,2,11,"['FINISH', 'START', 'JOIN']",MATH,1,2,1016,16
"[0, 0, 2730, 1014]",2018,4,3,2017/2018,2,10,2,12,"['JOIN', 'START', 'FINISH', 'PAUSE']",MATH,1,3,2730,45
"[0, 0, 62, 18562, 18567]",2018,4,3,2017/2018,2,10,2,12,"['JOIN', 'START', 'PAUSE', 'TRANSFER', 'FINISH']",PHYC,1,3,5,0
"[13, 0, 0, 18171, 18174]",2018,4,3,2017/2018,2,10,2,13,"['PAUSE', 'START', 'JOIN', 'TRANSFER', 'FINISH']",ACM,2,2,3,0
"[1315, 0, 0]",2018,4,3,2017/2018,2,10,2,13,"['FINISH', 'START', 'JOIN']",MST,1,2,1315,21
"[1715, 0, 0]",2018,4,3,2017/2018,2,10,2,13,"['FINISH', 'JOIN', 'START']",MATH,1,2,1715,28
"[0, 0, 1601, 1227]",2018,4,3,2017/2018,2,10,2,14,"['START', 'JOIN', 'FINISH', 'PAUSE']",MIS,2,2,1601,26
"[1874, 0, 0]",2018,4,3,2017/2018,2,10,2,14,"['FINISH', 'JOIN', 'START']",MATH,1,2,1874,31
"[314, 0, 0]",2018,4,3,2017/2018,2,10,2,14,"['FINISH', 'JOIN', 'START']",MATH,1,2,314,5
"[0, 2413, 3, 0]",2018,4,3,2017/2018,2,10,2,14,"['JOIN', 'FINISH', 'PAUSE', 'START']",MST,2,2,2413,40
"[0, 820, 0]",2018,4,3,2017/2018,2,10,2,14,"['START', 'FINISH', 'JOIN']",MATH,1,2,820,13
"[1135, 0, 0]",2018,4,3,2017/2018,2,10,2,14,"['FINISH', 'JOIN', 'START']",MATH,1,2,1135,18
"[0, 0, 1465]",2018,4,3,2017/2018,2,10,2,15,"['JOIN', 'START', 'FINISH']",MIS,1,4,1465,24
"[0, 0, 1735]",2018,4,3,2017/2018,2,10,2,15,"['JOIN', 'START', 'FINISH']",MATH,1,4,1735,28
