times,year,month,date,academic_year,semester,week,weekday,hour,events,subject,student_level,number_of_tutors,duration_s,duration_m
"[0, 0, 1617]",2016,5,10,2015/2016,2,13,2,11,"['JOIN', 'START', 'FINISH']",MATH,1,4,1617,26
"[0, 0, 0, 1129]",2016,5,10,2015/2016,2,13,2,12,"['START', 'JOIN', 'JOIN', 'FINISH']",ACM,1,4,1129,18
"[5337, 5312, 0, 0]",2016,5,10,2015/2016,2,13,2,12,"['FINISH', 'TRANSFER', 'JOIN', 'START']",ACM,1,4,25,0
"[0, 0, 5315, 0]",2016,5,10,2015/2016,2,13,2,12,"['START', 'JOIN', 'FINISH', 'JOIN']",MATH,1,4,5315,88
"[0, 0, 4958, 4955]",2016,5,10,2015/2016,2,13,2,12,"['JOIN', 'START', 'FINISH', 'TRANSFER']",MATH,1,4,3,0
"[0, 0, 1336]",2016,5,10,2015/2016,2,13,2,12,"['START', 'JOIN', 'FINISH']",MATH,1,4,1336,22
"[4398, 0, 0, 4386]",2016,5,10,2015/2016,2,13,2,12,"['FINISH', 'START', 'JOIN', 'TRANSFER']",STAT,2,4,12,0
"[1044, 0, 0]",2016,5,10,2015/2016,2,13,2,12,"['FINISH', 'START', 'JOIN']",MATH,1,4,1044,17
"[0, 0, 1633]",2016,5,10,2015/2016,2,13,2,12,"['JOIN', 'START', 'FINISH']",MATH,2,4,1633,27
"[3262, 0, 0]",2016,5,10,2015/2016,2,13,2,13,"['FINISH', 'START', 'JOIN']",MST,2,1,3262,54
"[1804, 0, 0]",2016,5,10,2015/2016,2,13,2,13,"['FINISH', 'JOIN', 'START']",STAT,2,1,1804,30
"[1100, 1098, 0, 0]",2016,5,10,2015/2016,2,13,2,13,"['FINISH', 'TRANSFER', 'JOIN', 'START']",STAT,1,1,2,0
"[518, 0, 0]",2016,5,10,2015/2016,2,13,2,13,"['FINISH', 'START', 'JOIN']",ACM,1,1,518,8
"[1254, 0, 0]",2016,5,10,2015/2016,2,13,2,13,"['FINISH', 'JOIN', 'START']",STAT,1,1,1254,20
"[2099, 0, 0]",2016,5,10,2015/2016,2,13,2,13,"['FINISH', 'JOIN', 'START']",ACM,1,1,2099,34
"[0, 0, 0, 4429]",2016,5,10,2015/2016,2,13,2,13,"['JOIN', 'JOIN', 'START', 'FINISH']",CVEN,1,1,4429,73
"[0, 0, 1434]",2016,5,10,2015/2016,2,13,2,13,"['JOIN', 'START', 'FINISH']",MATH,1,1,1434,23
"[0, 0, 2366]",2016,5,10,2015/2016,2,13,2,13,"['JOIN', 'START', 'FINISH']",STAT,2,1,2366,39
"[1613, 0, 0]",2016,5,10,2015/2016,2,13,2,14,"['FINISH', 'JOIN', 'START']",MATH,2,3,1613,26
"[0, 0, 1897]",2016,5,10,2015/2016,2,13,2,14,"['START', 'JOIN', 'FINISH']",STAT,1,3,1897,31
"[1642, 0, 0]",2016,5,10,2015/2016,2,13,2,14,"['FINISH', 'START', 'JOIN']",STAT,2,3,1642,27
"[319, 0, 0]",2016,5,10,2015/2016,2,13,2,14,"['FINISH', 'JOIN', 'START']",STAT,2,3,319,5
"[857, 0, 0]",2016,5,10,2015/2016,2,13,2,15,"['FINISH', 'JOIN', 'START']",STAT,1,4,857,14
"[0, 1879, 0]",2016,5,10,2015/2016,2,13,2,15,"['START', 'FINISH', 'JOIN']",STAT,1,4,1879,31
"[0, 6154, 6107, 0]",2016,5,10,2015/2016,2,13,2,15,"['START', 'FINISH', 'TRANSFER', 'JOIN']",MATH,2,4,47,0
"[779, 0, 0]",2016,5,10,2015/2016,2,13,2,15,"['FINISH', 'JOIN', 'START']",MST,2,4,779,12
"[2830, 2809, 2708, 0, 0, 9]",2016,5,10,2015/2016,2,13,3,16,"['FINISH', 'TRANSFER', 'TRANSFER', 'START', 'JOIN', 'JOIN']",STAT,2,4,122,2
"[1440, 0, 0]",2016,5,10,2015/2016,2,13,3,16,"['FINISH', 'START', 'JOIN']",MATH,1,4,1440,24
"[0, 1161, 0]",2016,5,10,2015/2016,2,13,3,16,"['JOIN', 'FINISH', 'START']",STAT,1,4,1161,19
"[1285, 0, 0]",2016,5,11,2015/2016,2,13,3,10,"['FINISH', 'JOIN', 'START']",COMP,1,3,1285,21
"[10396, 0, 0]",2016,5,11,2015/2016,2,13,3,10,"['FINISH', 'JOIN', 'START']",STAT,2,3,10396,173
"[551, 0, 4533, 0]",2016,5,11,2015/2016,2,13,3,10,"['TRANSFER', 'START', 'FINISH', 'JOIN']",STAT,1,3,3982,66
"[4640, 0, 0, 0]",2016,5,11,2015/2016,2,13,3,10,"['FINISH', 'JOIN', 'START', 'JOIN']",MST,2,3,4640,77
"[917, 0, 0, 0]",2016,5,11,2015/2016,2,13,3,10,"['FINISH', 'START', 'JOIN', 'JOIN']",CVEN,1,3,917,15
"[0, 0, 304]",2016,5,11,2015/2016,2,13,3,11,"['START', 'JOIN', 'FINISH']",MATH,1,3,304,5
"[1081, 0, 0, 8059, 18000]",2016,5,11,2015/2016,2,13,3,11,"['JOIN', 'JOIN', 'START', 'TRANSFER', 'FINISH']",STAT,2,3,9941,165
"[0, 770, 0]",2016,5,11,2015/2016,2,13,3,11,"['JOIN', 'FINISH', 'START']",MATH,1,3,770,12
"[221, 0, 0]",2016,5,11,2015/2016,2,13,3,13,"['FINISH', 'JOIN', 'START']",STAT,2,3,221,3
"[0, 70, 0]",2016,5,11,2015/2016,2,13,3,13,"['START', 'FINISH', 'JOIN']",STAT,2,3,70,1
"[0, 0, 5725]",2016,5,11,2015/2016,2,13,3,14,"['START', 'JOIN', 'FINISH']",MATH,1,4,5725,95
"[969, 0, 0, 0]",2016,5,11,2015/2016,2,13,3,14,"['FINISH', 'JOIN', 'START', 'JOIN']",CVEN,1,4,969,16
"[1578, 0, 0]",2016,5,11,2015/2016,2,13,3,15,"['FINISH', 'START', 'JOIN']",PHYC,1,3,1578,26
"[0, 0, 857]",2016,5,11,2015/2016,2,13,3,15,"['JOIN', 'START', 'FINISH']",STAT,2,3,857,14
"[703, 0, 0]",2016,5,11,2015/2016,2,13,3,15,"['FINISH', 'JOIN', 'START']",MATH,1,3,703,11
"[3722, 0, 0]",2016,5,11,2015/2016,2,13,4,15,"['FINISH', 'JOIN', 'START']",STAT,2,3,3722,62
"[0, 0, 400]",2016,5,11,2015/2016,2,13,4,16,"['START', 'JOIN', 'FINISH']",BSEN,2,1,400,6
"[446, 0, 0]",2016,5,11,2015/2016,2,13,4,16,"['FINISH', 'START', 'JOIN']",MATH,1,1,446,7
"[4610, 2872, 0, 0, 1187, 25316, 18272, 25313]",2016,5,12,2015/2016,2,13,4,10,"['TRANSFER', 'TRANSFER', 'START', 'JOIN', 'TRANSFER', 'FINISH', 'TRANSFER', 'TRANSFER']",MATH,1,3,3,0
"[0, 0, 4529, 4904, 0]",2016,5,12,2015/2016,2,13,4,10,"['START', 'JOIN', 'TRANSFER', 'FINISH', 'JOIN']",CVEN,1,3,375,6
"[0, 0, 13709, 10937]",2016,5,12,2015/2016,2,13,4,10,"['START', 'JOIN', 'FINISH', 'TRANSFER']",MATH,1,3,2772,46
"[0, 0, 2045]",2016,5,12,2015/2016,2,13,4,10,"['START', 'JOIN', 'FINISH']",MATH,1,3,2045,34
"[0, 7276, 0, 8]",2016,5,12,2015/2016,2,13,4,10,"['START', 'FINISH', 'JOIN', 'JOIN']",MATH,1,3,7276,121
"[0, 0, 2260]",2016,5,12,2015/2016,2,13,4,11,"['START', 'JOIN', 'FINISH']",MST,2,3,2260,37
"[0, 0, 1350]",2016,5,12,2015/2016,2,13,4,11,"['START', 'JOIN', 'FINISH']",STAT,2,3,1350,22
"[0, 4615, 0]",2016,5,12,2015/2016,2,13,4,11,"['JOIN', 'FINISH', 'START']",STAT,2,3,4615,76
"[0, 0, 0, 18660, 2610, 18656, 9053]",2016,5,12,2015/2016,2,13,4,11,"['JOIN', 'START', 'JOIN', 'FINISH', 'JOIN', 'TRANSFER', 'TRANSFER']",STAT,2,3,9607,160
"[0, 0, 1998]",2016,5,12,2015/2016,2,13,4,11,"['START', 'JOIN', 'FINISH']",MST,2,3,1998,33
"[1098, 0, 0]",2016,5,12,2015/2016,2,13,4,12,"['FINISH', 'START', 'JOIN']",STAT,2,4,1098,18
"[1546, 0, 0]",2016,5,12,2015/2016,2,13,4,12,"['FINISH', 'JOIN', 'START']",STAT,2,4,1546,25
"[274, 0, 0]",2016,5,12,2015/2016,2,13,4,12,"['FINISH', 'JOIN', 'START']",MATH,1,4,274,4
"[0, 0, 841]",2016,5,12,2015/2016,2,13,4,12,"['START', 'JOIN', 'FINISH']",MATH,1,4,841,14
"[87, 3972, 84, 0, 0]",2016,5,12,2015/2016,2,13,4,12,"['JOIN', 'FINISH', 'JOIN', 'JOIN', 'START']",STAT,2,4,3972,66
"[0, 9437, 0]",2016,5,12,2015/2016,2,13,4,12,"['START', 'FINISH', 'JOIN']",STAT,1,4,9437,157
"[0, 0, 1513]",2016,5,12,2015/2016,2,13,4,12,"['START', 'JOIN', 'FINISH']",CVEN,1,4,1513,25
"[0, 2645, 0]",2016,5,12,2015/2016,2,13,4,13,"['JOIN', 'FINISH', 'START']",STAT,2,4,2645,44
"[0, 0, 8786]",2016,5,12,2015/2016,2,13,4,13,"['JOIN', 'START', 'FINISH']",STAT,2,4,8786,146
"[1547, 0, 0, 0]",2016,5,12,2015/2016,2,13,4,13,"['FINISH', 'JOIN', 'JOIN', 'START']",CVEN,1,4,1547,25
"[177, 0, 0]",2016,5,12,2015/2016,2,13,4,13,"['FINISH', 'JOIN', 'START']",MATH,1,4,177,2
"[0, 0, 1111]",2016,5,12,2015/2016,2,13,4,14,"['JOIN', 'START', 'FINISH']",MATH,1,3,1111,18
"[0, 0, 737]",2016,5,12,2015/2016,2,13,4,14,"['START', 'JOIN', 'FINISH']",STAT,2,3,737,12
"[0, 11]",2016,5,12,2015/2016,2,13,4,14,"['START', 'FINISH']",MST,2,3,11,0
"[2071, 0, 0]",2016,5,12,2015/2016,2,13,4,14,"['FINISH', 'START', 'JOIN']",MST,2,3,2071,34
"[3955, 0, 0]",2016,5,12,2015/2016,2,13,4,14,"['FINISH', 'JOIN', 'START']",MATH,1,3,3955,65
"[7396, 0, 0]",2016,5,12,2015/2016,2,13,4,15,"['FINISH', 'JOIN', 'START']",STAT,2,3,7396,123
"[6808, 0, 6806, 0]",2016,5,12,2015/2016,2,13,4,15,"['FINISH', 'START', 'TRANSFER', 'JOIN']",MATH,1,3,2,0
"[0, 0, 1701]",2016,5,12,2015/2016,2,13,4,15,"['JOIN', 'START', 'FINISH']",MATH,1,3,1701,28
"[0, 0, 115]",2016,5,12,2015/2016,2,13,4,15,"['JOIN', 'START', 'FINISH']",MATH,1,3,115,1
"[345, 0, 0]",2016,5,12,2015/2016,2,13,4,15,"['FINISH', 'JOIN', 'START']",ECON,2,3,345,5
"[0, 0, 1129]",2016,5,12,2015/2016,2,13,4,15,"['JOIN', 'START', 'FINISH']",MST,2,3,1129,18
"[10, 4826, 0, 9, 0, 4823]",2016,5,12,2015/2016,2,13,4,15,"['JOIN', 'FINISH', 'START', 'JOIN', 'JOIN', 'TRANSFER']",MATH,1,3,3,0
"[0, 0, 1645]",2016,5,12,2015/2016,2,13,4,15,"['JOIN', 'START', 'FINISH']",STAT,2,3,1645,27
"[165, 0, 0]",2016,5,12,2015/2016,2,13,4,16,"['FINISH', 'JOIN', 'START']",MATH,1,1,165,2
"[169, 506, 510, 504, 0, 0]",2016,5,12,2015/2016,2,13,4,16,"['JOIN', 'LEAVE', 'FINISH', 'LEAVE', 'JOIN', 'START']",MATH,1,1,510,8
"[0, 0, 1304]",2016,5,12,2015/2016,2,13,5,16,"['START', 'JOIN', 'FINISH']",MST,2,,1304,21
"[0, 0, 527]",2016,5,12,2015/2016,2,13,5,16,"['JOIN', 'START', 'FINISH']",MATH,1,,527,8
"[1042, 0, 0]",2016,5,12,2015/2016,2,13,5,16,"['FINISH', 'JOIN', 'START']",STAT,2,,1042,17
"[8406, 0, 0]",2016,5,13,2015/2016,2,13,5,10,"['FINISH', 'JOIN', 'START']",MATH,1,2,8406,140
"[0, 0, 11683]",2016,5,13,2015/2016,2,13,5,10,"['START', 'JOIN', 'FINISH']",MATH,1,2,11683,194
"[0, 938, 0]",2016,5,13,2015/2016,2,13,5,10,"['START', 'FINISH', 'JOIN']",MATH,1,2,938,15
"[10, 7539, 0, 0]",2016,5,13,2015/2016,2,13,5,10,"['JOIN', 'FINISH', 'JOIN', 'START']",STAT,2,2,7539,125
"[0, 6911, 0, 0, 3384]",2016,5,13,2015/2016,2,13,5,10,"['JOIN', 'FINISH', 'START', 'JOIN', 'TRANSFER']",STAT,2,2,3527,58
"[0, 257084, 0, 0, 257088]",2016,5,13,2015/2016,2,13,5,10,"['START', 'TRANSFER', 'JOIN', 'JOIN', 'FINISH']",STAT,2,2,4,0
"[0, 0, 419]",2016,5,13,2015/2016,2,13,5,10,"['JOIN', 'START', 'FINISH']",ECON,2,2,419,6
"[1450, 2523, 0, 0]",2016,5,13,2015/2016,2,13,5,10,"['JOIN', 'FINISH', 'JOIN', 'START']",MATH,1,2,2523,42
"[20, 0, 0]",2016,5,13,2015/2016,2,13,5,11,"['FINISH', 'START', 'JOIN']",STAT,2,3,20,0
"[2510, 0, 255609, 0, 255605, 32, 33]",2016,5,13,2015/2016,2,13,5,11,"['JOIN', 'JOIN', 'FINISH', 'START', 'TRANSFER', 'JOIN', 'JOIN']",STAT,2,3,4,0
"[0, 0, 0, 91]",2016,5,13,2015/2016,2,13,5,11,"['START', 'JOIN', 'JOIN', 'FINISH']",CVEN,1,3,91,1
"[0, 0, 36]",2016,5,13,2015/2016,2,13,5,11,"['START', 'JOIN', 'FINISH']",STAT,2,3,36,0
"[254072, 0, 0, 254069, 12]",2016,5,13,2015/2016,2,13,5,11,"['FINISH', 'START', 'JOIN', 'TRANSFER', 'JOIN']",STAT,2,3,3,0
"[3352, 0, 0]",2016,5,13,2015/2016,2,13,5,11,"['FINISH', 'JOIN', 'START']",STAT,2,3,3352,55
"[0, 0, 0, 6801]",2016,5,13,2015/2016,2,13,5,11,"['JOIN', 'JOIN', 'START', 'FINISH']",STAT,2,3,6801,113
"[0, 0, 253243, 253241]",2016,5,13,2015/2016,2,13,5,11,"['JOIN', 'START', 'FINISH', 'TRANSFER']",MATH,1,3,2,0
"[19, 0, 0]",2016,5,13,2015/2016,2,13,5,11,"['FINISH', 'START', 'JOIN']",STAT,2,3,19,0
"[0, 252760, 0, 252762]",2016,5,13,2015/2016,2,13,5,11,"['START', 'TRANSFER', 'JOIN', 'FINISH']",MATH,1,3,2,0
"[0, 0, 4619]",2016,5,13,2015/2016,2,13,5,12,"['JOIN', 'START', 'FINISH']",CVEN,1,2,4619,76
"[0, 704, 0]",2016,5,13,2015/2016,2,13,5,12,"['START', 'FINISH', 'JOIN']",MATH,1,2,704,11
"[0, 0, 89]",2016,5,13,2015/2016,2,13,5,12,"['JOIN', 'START', 'FINISH']",STAT,2,2,89,1
"[209, 0, 0]",2016,5,13,2015/2016,2,13,5,12,"['FINISH', 'JOIN', 'START']",MATH,1,2,209,3
"[5, 0, 651, 0]",2016,5,13,2015/2016,2,13,5,12,"['JOIN', 'JOIN', 'FINISH', 'START']",MATH,1,2,651,10
"[0, 14, 0]",2016,5,13,2015/2016,2,13,1,13,"['START', 'FINISH', 'JOIN']",STAT,2,2,14,0
"[56, 0, 0]",2016,5,13,2015/2016,2,13,1,13,"['FINISH', 'JOIN', 'START']",MATH,1,2,56,0
"[0, 0, 332973]",2016,5,13,2015/2016,2,13,1,13,"['START', 'JOIN', 'FINISH']",STAT,2,2,332973,5549
"[3663, 0, 0]",2016,5,16,2015/2016,2,14,1,10,"['FINISH', 'JOIN', 'START']",MATH,1,3,3663,61
"[4566, 0, 0, 4568]",2016,5,16,2015/2016,2,14,1,10,"['TRANSFER', 'START', 'JOIN', 'FINISH']",MST,1,3,2,0
"[18, 0, 12016, 0, 12006]",2016,5,16,2015/2016,2,14,1,10,"['JOIN', 'JOIN', 'FINISH', 'START', 'TRANSFER']",MATH,1,3,10,0
"[0, 0, 1663]",2016,5,16,2015/2016,2,14,1,10,"['START', 'JOIN', 'FINISH']",MATH,1,3,1663,27
"[0, 1679, 0]",2016,5,16,2015/2016,2,14,1,10,"['JOIN', 'FINISH', 'START']",MATH,2,3,1679,27
"[1557, 0, 0, 0, 1536]",2016,5,16,2015/2016,2,14,1,10,"['FINISH', 'JOIN', 'JOIN', 'START', 'JOIN']",MEEN,2,3,1557,25
"[0, 0, 1025]",2016,5,16,2015/2016,2,14,1,11,"['JOIN', 'START', 'FINISH']",MATH,1,2,1025,17
"[0, 0, 9253, 9263]",2016,5,16,2015/2016,2,14,1,11,"['JOIN', 'START', 'TRANSFER', 'FINISH']",ECON,2,2,10,0
"[467, 0, 0]",2016,5,16,2015/2016,2,14,1,11,"['FINISH', 'START', 'JOIN']",STAT,2,2,467,7
"[0, 0, 3811]",2016,5,16,2015/2016,2,14,1,11,"['START', 'JOIN', 'FINISH']",MATH,1,2,3811,63
"[4030, 0, 0]",2016,5,16,2015/2016,2,14,1,12,"['FINISH', 'START', 'JOIN']",MATH,1,2,4030,67
"[0, 0, 6412]",2016,5,16,2015/2016,2,14,1,12,"['START', 'JOIN', 'FINISH']",STAT,1,2,6412,106
"[0, 0, 2455]",2016,5,16,2015/2016,2,14,1,12,"['JOIN', 'START', 'FINISH']",MATH,0,2,2455,40
"[0, 1116, 0]",2016,5,16,2015/2016,2,14,1,13,"['START', 'FINISH', 'JOIN']",STAT,2,2,1116,18
"[0, 0, 449]",2016,5,16,2015/2016,2,14,1,13,"['START', 'JOIN', 'FINISH']",MATH,0,2,449,7
"[0, 0, 5969]",2016,5,16,2015/2016,2,14,1,14,"['JOIN', 'START', 'FINISH']",SBUS,1,3,5969,99
"[0, 1358, 0]",2016,5,16,2015/2016,2,14,1,14,"['JOIN', 'FINISH', 'START']",MATH,1,3,1358,22
"[2626, 0, 0]",2016,5,16,2015/2016,2,14,1,14,"['FINISH', 'JOIN', 'START']",MATH,1,3,2626,43
"[0, 0, 5895]",2016,5,16,2015/2016,2,14,1,14,"['JOIN', 'START', 'FINISH']",MATH,1,3,5895,98
"[0, 0, 2179, 2213]",2016,5,16,2015/2016,2,14,1,15,"['JOIN', 'START', 'TRANSFER', 'FINISH']",MATH,1,3,34,0
"[0, 6405, 0, 6372]",2016,5,16,2015/2016,2,14,1,15,"['START', 'FINISH', 'JOIN', 'TRANSFER']",ECON,2,3,33,0
"[261, 0, 0]",2016,5,16,2015/2016,2,14,2,15,"['FINISH', 'JOIN', 'START']",MATH,1,4,261,4
"[0, 0, 5234, 5275]",2016,5,16,2015/2016,2,14,2,15,"['JOIN', 'START', 'TRANSFER', 'FINISH']",MATH,1,4,41,0
"[5951, 0, 0]",2016,5,16,2015/2016,2,14,2,16,"['FINISH', 'START', 'JOIN']",MATH,1,4,5951,99
"[0, 0, 903]",2016,5,17,2015/2016,2,14,2,9,"['JOIN', 'START', 'FINISH']",STAT,2,,903,15
"[0, 0, 1930]",2016,5,17,2015/2016,2,14,2,10,"['JOIN', 'START', 'FINISH']",SBUS,1,3,1930,32
"[5654, 0, 0]",2016,5,17,2015/2016,2,14,2,10,"['FINISH', 'JOIN', 'START']",MST,1,3,5654,94
"[0, 0, 4394, 4369]",2016,5,17,2015/2016,2,14,2,10,"['START', 'JOIN', 'FINISH', 'TRANSFER']",MATH,2,3,25,0
"[3549, 0, 0]",2016,5,17,2015/2016,2,14,2,10,"['FINISH', 'START', 'JOIN']",STAT,2,3,3549,59
"[0, 0, 10929, 10931]",2016,5,17,2015/2016,2,14,2,11,"['JOIN', 'START', 'TRANSFER', 'FINISH']",STAT,1,4,2,0
"[579, 0, 0]",2016,5,17,2015/2016,2,14,2,11,"['FINISH', 'START', 'JOIN']",ECON,2,4,579,9
"[9694, 5, 0, 0, 9696]",2016,5,17,2015/2016,2,14,2,12,"['TRANSFER', 'JOIN', 'START', 'JOIN', 'FINISH']",MST,2,4,2,0
"[0, 0, 9013, 8991]",2016,5,17,2015/2016,2,14,2,12,"['JOIN', 'START', 'FINISH', 'TRANSFER']",MATH,1,4,22,0
"[0, 3120, 0]",2016,5,17,2015/2016,2,14,2,12,"['START', 'FINISH', 'JOIN']",STAT,2,4,3120,52
"[0, 8076, 0, 8073]",2016,5,17,2015/2016,2,14,2,12,"['JOIN', 'FINISH', 'START', 'TRANSFER']",MST,1,4,3,0
"[1953, 0, 0]",2016,5,17,2015/2016,2,14,2,12,"['FINISH', 'JOIN', 'START']",ECON,2,4,1953,32
"[1726, 0, 0]",2016,5,17,2015/2016,2,14,2,14,"['FINISH', 'START', 'JOIN']",FOR,2,3,1726,28
"[836, 828, 0, 0]",2016,5,17,2015/2016,2,14,2,14,"['FINISH', 'TRANSFER', 'JOIN', 'START']",MATH,1,3,8,0
"[0, 0, 9]",2016,5,17,2015/2016,2,14,2,14,"['JOIN', 'START', 'FINISH']",ECON,2,3,9,0
"[0, 0, 2694]",2016,5,17,2015/2016,2,14,2,14,"['JOIN', 'START', 'FINISH']",STAT,2,3,2694,44
"[9, 0, 0]",2016,5,17,2015/2016,2,14,2,14,"['FINISH', 'JOIN', 'START']",ECON,1,3,9,0
"[8, 0, 0]",2016,5,17,2015/2016,2,14,2,14,"['FINISH', 'START', 'JOIN']",ECON,1,3,8,0
"[0, 11, 0]",2016,5,17,2015/2016,2,14,2,14,"['JOIN', 'FINISH', 'START']",ECON,2,3,11,0
"[0, 0, 1110]",2016,5,17,2015/2016,2,14,2,15,"['START', 'JOIN', 'FINISH']",STAT,2,4,1110,18
"[8, 0, 0]",2016,5,17,2015/2016,2,14,2,16,"['FINISH', 'START', 'JOIN']",MATH,1,4,8,0
"[11, 0, 0]",2016,5,17,2015/2016,2,14,2,16,"['FINISH', 'START', 'JOIN']",ECON,2,4,11,0
"[0, 563, 0]",2016,5,17,2015/2016,2,14,2,16,"['START', 'FINISH', 'JOIN']",ECON,2,4,563,9
"[0, 0, 1191]",2016,5,17,2015/2016,2,14,3,16,"['JOIN', 'START', 'FINISH']",MATH,1,4,1191,19
"[0, 0, 535]",2016,5,17,2015/2016,2,14,3,16,"['JOIN', 'START', 'FINISH']",MATH,1,4,535,8
"[0, 0, 617]",2016,5,17,2015/2016,2,14,3,16,"['START', 'JOIN', 'FINISH']",ECON,2,4,617,10
"[0, 2669, 0]",2016,5,18,2015/2016,2,14,3,10,"['START', 'FINISH', 'JOIN']",ECON,2,3,2669,44
"[985, 0, 0]",2016,5,18,2015/2016,2,14,3,10,"['FINISH', 'START', 'JOIN']",ECON,2,3,985,16
"[6625, 0, 0]",2016,5,18,2015/2016,2,14,3,10,"['FINISH', 'START', 'JOIN']",MATH,2,3,6625,110
"[0, 0, 479]",2016,5,18,2015/2016,2,14,3,10,"['JOIN', 'START', 'FINISH']",ECON,2,3,479,7
"[3647, 0, 0]",2016,5,18,2015/2016,2,14,3,11,"['FINISH', 'START', 'JOIN']",MATH,2,3,3647,60
"[5658, 0, 0, 5699]",2016,5,18,2015/2016,2,14,3,11,"['TRANSFER', 'JOIN', 'START', 'FINISH']",MATH,1,3,41,0
"[1003, 0, 0]",2016,5,18,2015/2016,2,14,3,12,"['FINISH', 'JOIN', 'START']",STAT,2,4,1003,16
"[0, 3172, 0]",2016,5,18,2015/2016,2,14,3,12,"['JOIN', 'FINISH', 'START']",STAT,1,4,3172,52
"[0, 0]",2016,5,18,2015/2016,2,14,3,12,"['JOIN', 'START']",MATH,1,4,0,0
"[0, 0, 393]",2016,5,18,2015/2016,2,14,3,13,"['JOIN', 'START', 'FINISH']",MST,1,3,393,6
"[0, 11745, 0, 11752]",2016,5,18,2015/2016,2,14,3,13,"['JOIN', 'TRANSFER', 'START', 'FINISH']",ECON,2,3,7,0
"[2100, 0, 0]",2016,5,18,2015/2016,2,14,3,13,"['FINISH', 'START', 'JOIN']",ECON,2,3,2100,35
"[0, 0, 0, 7867]",2016,5,18,2015/2016,2,14,3,14,"['JOIN', 'START', 'JOIN', 'FINISH']",MEEN,2,4,7867,131
"[0, 889, 0]",2016,5,18,2015/2016,2,14,3,15,"['START', 'FINISH', 'JOIN']",MATH,1,3,889,14
"[0, 0, 2655]",2016,5,18,2015/2016,2,14,3,15,"['JOIN', 'START', 'FINISH']",MST,1,3,2655,44
"[6192, 0, 0]",2016,5,18,2015/2016,2,14,3,15,"['FINISH', 'JOIN', 'START']",ECON,2,3,6192,103
"[0, 0, 1460]",2016,5,18,2015/2016,2,14,3,15,"['START', 'JOIN', 'FINISH']",ECON,2,3,1460,24
"[0, 0, 603]",2016,5,18,2015/2016,2,14,3,15,"['START', 'JOIN', 'FINISH']",MATH,1,3,603,10
"[0, 0, 693]",2016,5,18,2015/2016,2,14,3,15,"['JOIN', 'START', 'FINISH']",ECON,2,3,693,11
"[0, 0, 604]",2016,5,18,2015/2016,2,14,2,15,"['START', 'JOIN', 'FINISH']",ECON,2,4,604,10
"[0, 0, 1407]",2016,5,18,2015/2016,2,14,3,16,"['JOIN', 'START', 'FINISH']",MATH,1,4,1407,23
"[3189, 0, 0]",2016,5,18,2015/2016,2,14,3,16,"['FINISH', 'JOIN', 'START']",MST,1,4,3189,53
"[0, 797, 0]",2016,9,13,2016/2017,1,1,3,14,"['START', 'FINISH', 'JOIN']",STAT,1,2,797,13
"[385, 0, 0]",2016,9,14,2016/2017,1,1,3,10,"['FINISH', 'JOIN', 'START']",STAT,1,3,385,6
"[0, 1243, 0]",2016,9,14,2016/2017,1,1,3,10,"['START', 'FINISH', 'JOIN']",MATH,1,3,1243,20
"[15202, 0, 0]",2016,9,14,2016/2017,1,1,3,10,"['FINISH', 'JOIN', 'START']",MATH,1,3,15202,253
"[2555, 0, 0]",2016,9,14,2016/2017,1,1,3,12,"['FINISH', 'START', 'JOIN']",MATH,0,3,2555,42
"[0, 0, 0, 97, 3566, 0, 61]",2016,9,14,2016/2017,1,1,3,12,"['START', 'JOIN', 'JOIN', 'LEAVE', 'FINISH', 'JOIN', 'JOIN']",ACM,1,3,3566,59
"[0, 0, 2576]",2016,9,14,2016/2017,1,1,3,13,"['START', 'JOIN', 'FINISH']",PHYC,1,2,2576,42
"[0, 5982, 0]",2016,9,14,2016/2017,1,1,3,13,"['START', 'FINISH', 'JOIN']",ACM,1,2,5982,99
"[0, 1435, 0, 0]",2016,9,14,2016/2017,1,1,3,14,"['JOIN', 'FINISH', 'START', 'JOIN']",PHYC,1,2,1435,23
"[0, 0, 1005, 0]",2016,9,14,2016/2017,1,1,3,14,"['JOIN', 'JOIN', 'FINISH', 'START']",MATH,1,2,1005,16
"[0, 234, 0]",2016,9,14,2016/2017,1,1,3,15,"['START', 'FINISH', 'JOIN']",STAT,1,3,234,3
"[21, 0]",2016,9,14,2016/2017,1,1,4,16,"['FINISH', 'START']",ACM,1,2,21,0
"[0, 164, 0]",2016,9,14,2016/2017,1,1,4,16,"['START', 'FINISH', 'JOIN']",ACM,1,2,164,2
"[2104, 0, 0]",2016,9,14,2016/2017,1,1,4,16,"['FINISH', 'START', 'JOIN']",MATH,1,2,2104,35
"[0, 5362, 0]",2016,9,15,2016/2017,1,1,4,10,"['START', 'FINISH', 'JOIN']",PHYC,1,3,5362,89
"[0, 4697, 0, 0]",2016,9,15,2016/2017,1,1,4,10,"['START', 'FINISH', 'JOIN', 'JOIN']",MATH,1,3,4697,78
"[0, 1107, 0, 0]",2016,9,15,2016/2017,1,1,4,10,"['START', 'FINISH', 'JOIN', 'JOIN']",ACM,1,3,1107,18
"[0, 0, 2059]",2016,9,15,2016/2017,1,1,4,11,"['START', 'JOIN', 'FINISH']",MATH,0,4,2059,34
