times,year,month,date,academic_year,semester,week,weekday,hour,events,subject,student_level,number_of_tutors
"[490, 0, 0]",2016,5,10,2015/2016,2,13,2,11,"['FINISH', 'START', 'JOIN']",MATH,1,4
"[2051, 0, 0]",2016,5,10,2015/2016,2,13,2,11,"['FINISH', 'JOIN', 'START']",STAT,2,4
"[0, 1501, 0, 1505]",2016,5,10,2015/2016,2,13,2,11,"['START', 'TRANSFER', 'JOIN', 'FINISH']",MATH,2,4
"[14, 0, 0, 1055]",2016,5,10,2015/2016,2,13,2,11,"['JOIN', 'JOIN', 'START', 'FINISH']",STAT,1,4
"[0, 0, 1201]",2016,5,10,2015/2016,2,13,2,11,"['JOIN', 'START', 'FINISH']",ACM,1,4
"[6703, 0, 0, 0]",2016,5,10,2015/2016,2,13,2,11,"['FINISH', 'JOIN', 'START', 'JOIN']",MATH,1,4
"[10, 0, 0, 6732, 6721]",2016,5,10,2015/2016,2,13,2,11,"['JOIN', 'START', 'JOIN', 'FINISH', 'TRANSFER']",STAT,2,4
"[0, 0, 1617]",2016,5,10,2015/2016,2,13,2,11,"['JOIN', 'START', 'FINISH']",MATH,1,4
"[0, 0, 0, 1129]",2016,5,10,2015/2016,2,13,2,12,"['START', 'JOIN', 'JOIN', 'FINISH']",ACM,1,4
"[5337, 5312, 0, 0]",2016,5,10,2015/2016,2,13,2,12,"['FINISH', 'TRANSFER', 'JOIN', 'START']",ACM,1,4
"[0, 0, 5315, 0]",2016,5,10,2015/2016,2,13,2,12,"['START', 'JOIN', 'FINISH', 'JOIN']",MATH,1,4
"[0, 0, 4958, 4955]",2016,5,10,2015/2016,2,13,2,12,"['JOIN', 'START', 'FINISH', 'TRANSFER']",MATH,1,4
"[0, 0, 1336]",2016,5,10,2015/2016,2,13,2,12,"['START', 'JOIN', 'FINISH']",MATH,1,4
"[4398, 0, 0, 4386]",2016,5,10,2015/2016,2,13,2,12,"['FINISH', 'START', 'JOIN', 'TRANSFER']",STAT,2,4
"[1044, 0, 0]",2016,5,10,2015/2016,2,13,2,12,"['FINISH', 'START', 'JOIN']",MATH,1,4
"[0, 0, 1633]",2016,5,10,2015/2016,2,13,2,12,"['JOIN', 'START', 'FINISH']",MATH,2,4
"[3262, 0, 0]",2016,5,10,2015/2016,2,13,2,13,"['FINISH', 'START', 'JOIN']",MST,2,1
"[1804, 0, 0]",2016,5,10,2015/2016,2,13,2,13,"['FINISH', 'JOIN', 'START']",STAT,2,1
"[1100, 1098, 0, 0]",2016,5,10,2015/2016,2,13,2,13,"['FINISH', 'TRANSFER', 'JOIN', 'START']",STAT,1,1
"[518, 0, 0]",2016,5,10,2015/2016,2,13,2,13,"['FINISH', 'START', 'JOIN']",ACM,1,1
"[1254, 0, 0]",2016,5,10,2015/2016,2,13,2,13,"['FINISH', 'JOIN', 'START']",STAT,1,1
"[2099, 0, 0]",2016,5,10,2015/2016,2,13,2,13,"['FINISH', 'JOIN', 'START']",ACM,1,1
"[0, 0, 0, 4429]",2016,5,10,2015/2016,2,13,2,13,"['JOIN', 'JOIN', 'START', 'FINISH']",CVEN,1,1
"[0, 0, 1434]",2016,5,10,2015/2016,2,13,2,13,"['JOIN', 'START', 'FINISH']",MATH,1,1
"[0, 0, 2366]",2016,5,10,2015/2016,2,13,2,13,"['JOIN', 'START', 'FINISH']",STAT,2,1
"[1613, 0, 0]",2016,5,10,2015/2016,2,13,2,14,"['FINISH', 'JOIN', 'START']",MATH,2,3
"[0, 0, 1897]",2016,5,10,2015/2016,2,13,2,14,"['START', 'JOIN', 'FINISH']",STAT,1,3
"[1642, 0, 0]",2016,5,10,2015/2016,2,13,2,14,"['FINISH', 'START', 'JOIN']",STAT,2,3
"[319, 0, 0]",2016,5,10,2015/2016,2,13,2,14,"['FINISH', 'JOIN', 'START']",STAT,2,3
"[857, 0, 0]",2016,5,10,2015/2016,2,13,2,15,"['FINISH', 'JOIN', 'START']",STAT,1,4
"[0, 1879, 0]",2016,5,10,2015/2016,2,13,2,15,"['START', 'FINISH', 'JOIN']",STAT,1,4
"[0, 6154, 6107, 0]",2016,5,10,2015/2016,2,13,2,15,"['START', 'FINISH', 'TRANSFER', 'JOIN']",MATH,2,4
"[779, 0, 0]",2016,5,10,2015/2016,2,13,2,15,"['FINISH', 'JOIN', 'START']",MST,2,4
"[2830, 2809, 2708, 0, 0, 9]",2016,5,10,2015/2016,2,13,3,16,"['FINISH', 'TRANSFER', 'TRANSFER', 'START', 'JOIN', 'JOIN']",STAT,2,4
"[1440, 0, 0]",2016,5,10,2015/2016,2,13,3,16,"['FINISH', 'START', 'JOIN']",MATH,1,4
"[0, 1161, 0]",2016,5,10,2015/2016,2,13,3,16,"['JOIN', 'FINISH', 'START']",STAT,1,4
"[1285, 0, 0]",2016,5,11,2015/2016,2,13,3,10,"['FINISH', 'JOIN', 'START']",COMP,1,3
"[10396, 0, 0]",2016,5,11,2015/2016,2,13,3,10,"['FINISH', 'JOIN', 'START']",STAT,2,3
"[551, 0, 4533, 0]",2016,5,11,2015/2016,2,13,3,10,"['TRANSFER', 'START', 'FINISH', 'JOIN']",STAT,1,3
"[4640, 0, 0, 0]",2016,5,11,2015/2016,2,13,3,10,"['FINISH', 'JOIN', 'START', 'JOIN']",MST,2,3
"[917, 0, 0, 0]",2016,5,11,2015/2016,2,13,3,10,"['FINISH', 'START', 'JOIN', 'JOIN']",CVEN,1,3
"[0, 0, 304]",2016,5,11,2015/2016,2,13,3,11,"['START', 'JOIN', 'FINISH']",MATH,1,3
"[1081, 0, 0, 8059, 18000]",2016,5,11,2015/2016,2,13,3,11,"['JOIN', 'JOIN', 'START', 'TRANSFER', 'FINISH']",STAT,2,3
"[0, 770, 0]",2016,5,11,2015/2016,2,13,3,11,"['JOIN', 'FINISH', 'START']",MATH,1,3
"[221, 0, 0]",2016,5,11,2015/2016,2,13,3,13,"['FINISH', 'JOIN', 'START']",STAT,2,3
"[0, 70, 0]",2016,5,11,2015/2016,2,13,3,13,"['START', 'FINISH', 'JOIN']",STAT,2,3
"[0, 0, 5725]",2016,5,11,2015/2016,2,13,3,14,"['START', 'JOIN', 'FINISH']",MATH,1,4
"[969, 0, 0, 0]",2016,5,11,2015/2016,2,13,3,14,"['FINISH', 'JOIN', 'START', 'JOIN']",CVEN,1,4
"[1578, 0, 0]",2016,5,11,2015/2016,2,13,3,15,"['FINISH', 'START', 'JOIN']",PHYC,1,3
"[0, 0, 857]",2016,5,11,2015/2016,2,13,3,15,"['JOIN', 'START', 'FINISH']",STAT,2,3
"[703, 0, 0]",2016,5,11,2015/2016,2,13,3,15,"['FINISH', 'JOIN', 'START']",MATH,1,3
"[3722, 0, 0]",2016,5,11,2015/2016,2,13,4,15,"['FINISH', 'JOIN', 'START']",STAT,2,3
"[0, 0, 400]",2016,5,11,2015/2016,2,13,4,16,"['START', 'JOIN', 'FINISH']",BSEN,2,1
"[446, 0, 0]",2016,5,11,2015/2016,2,13,4,16,"['FINISH', 'START', 'JOIN']",MATH,1,1
"[4610, 2872, 0, 0, 1187, 25316, 18272, 25313]",2016,5,12,2015/2016,2,13,4,10,"['TRANSFER', 'TRANSFER', 'START', 'JOIN', 'TRANSFER', 'FINISH', 'TRANSFER', 'TRANSFER']",MATH,1,3
"[0, 0, 4529, 4904, 0]",2016,5,12,2015/2016,2,13,4,10,"['START', 'JOIN', 'TRANSFER', 'FINISH', 'JOIN']",CVEN,1,3
"[0, 0, 13709, 10937]",2016,5,12,2015/2016,2,13,4,10,"['START', 'JOIN', 'FINISH', 'TRANSFER']",MATH,1,3
"[0, 0, 2045]",2016,5,12,2015/2016,2,13,4,10,"['START', 'JOIN', 'FINISH']",MATH,1,3
"[0, 7276, 0, 8]",2016,5,12,2015/2016,2,13,4,10,"['START', 'FINISH', 'JOIN', 'JOIN']",MATH,1,3
"[0, 0, 2260]",2016,5,12,2015/2016,2,13,4,11,"['START', 'JOIN', 'FINISH']",MST,2,3
"[0, 0, 1350]",2016,5,12,2015/2016,2,13,4,11,"['START', 'JOIN', 'FINISH']",STAT,2,3
"[0, 4615, 0]",2016,5,12,2015/2016,2,13,4,11,"['JOIN', 'FINISH', 'START']",STAT,2,3
"[0, 0, 0, 18660, 2610, 18656, 9053]",2016,5,12,2015/2016,2,13,4,11,"['JOIN', 'START', 'JOIN', 'FINISH', 'JOIN', 'TRANSFER', 'TRANSFER']",STAT,2,3
"[0, 0, 1998]",2016,5,12,2015/2016,2,13,4,11,"['START', 'JOIN', 'FINISH']",MST,2,3
"[1098, 0, 0]",2016,5,12,2015/2016,2,13,4,12,"['FINISH', 'START', 'JOIN']",STAT,2,4
"[1546, 0, 0]",2016,5,12,2015/2016,2,13,4,12,"['FINISH', 'JOIN', 'START']",STAT,2,4
"[274, 0, 0]",2016,5,12,2015/2016,2,13,4,12,"['FINISH', 'JOIN', 'START']",MATH,1,4
"[0, 0, 841]",2016,5,12,2015/2016,2,13,4,12,"['START', 'JOIN', 'FINISH']",MATH,1,4
"[87, 3972, 84, 0, 0]",2016,5,12,2015/2016,2,13,4,12,"['JOIN', 'FINISH', 'JOIN', 'JOIN', 'START']",STAT,2,4
"[0, 9437, 0]",2016,5,12,2015/2016,2,13,4,12,"['START', 'FINISH', 'JOIN']",STAT,1,4
"[0, 0, 1513]",2016,5,12,2015/2016,2,13,4,12,"['START', 'JOIN', 'FINISH']",CVEN,1,4
"[0, 2645, 0]",2016,5,12,2015/2016,2,13,4,13,"['JOIN', 'FINISH', 'START']",STAT,2,4
"[0, 0, 8786]",2016,5,12,2015/2016,2,13,4,13,"['JOIN', 'START', 'FINISH']",STAT,2,4
"[1547, 0, 0, 0]",2016,5,12,2015/2016,2,13,4,13,"['FINISH', 'JOIN', 'JOIN', 'START']",CVEN,1,4
"[177, 0, 0]",2016,5,12,2015/2016,2,13,4,13,"['FINISH', 'JOIN', 'START']",MATH,1,4
"[0, 0, 1111]",2016,5,12,2015/2016,2,13,4,14,"['JOIN', 'START', 'FINISH']",MATH,1,3
"[0, 0, 737]",2016,5,12,2015/2016,2,13,4,14,"['START', 'JOIN', 'FINISH']",STAT,2,3
"[0, 11]",2016,5,12,2015/2016,2,13,4,14,"['START', 'FINISH']",MST,2,3
"[2071, 0, 0]",2016,5,12,2015/2016,2,13,4,14,"['FINISH', 'START', 'JOIN']",MST,2,3
"[3955, 0, 0]",2016,5,12,2015/2016,2,13,4,14,"['FINISH', 'JOIN', 'START']",MATH,1,3
"[7396, 0, 0]",2016,5,12,2015/2016,2,13,4,15,"['FINISH', 'JOIN', 'START']",STAT,2,3
"[6808, 0, 6806, 0]",2016,5,12,2015/2016,2,13,4,15,"['FINISH', 'START', 'TRANSFER', 'JOIN']",MATH,1,3
"[0, 0, 1701]",2016,5,12,2015/2016,2,13,4,15,"['JOIN', 'START', 'FINISH']",MATH,1,3
"[0, 0, 115]",2016,5,12,2015/2016,2,13,4,15,"['JOIN', 'START', 'FINISH']",MATH,1,3
"[345, 0, 0]",2016,5,12,2015/2016,2,13,4,15,"['FINISH', 'JOIN', 'START']",ECON,2,3
"[0, 0, 1129]",2016,5,12,2015/2016,2,13,4,15,"['JOIN', 'START', 'FINISH']",MST,2,3
"[10, 4826, 0, 9, 0, 4823]",2016,5,12,2015/2016,2,13,4,15,"['JOIN', 'FINISH', 'START', 'JOIN', 'JOIN', 'TRANSFER']",MATH,1,3
"[0, 0, 1645]",2016,5,12,2015/2016,2,13,4,15,"['JOIN', 'START', 'FINISH']",STAT,2,3
"[165, 0, 0]",2016,5,12,2015/2016,2,13,4,16,"['FINISH', 'JOIN', 'START']",MATH,1,1
"[169, 506, 510, 504, 0, 0]",2016,5,12,2015/2016,2,13,4,16,"['JOIN', 'LEAVE', 'FINISH', 'LEAVE', 'JOIN', 'START']",MATH,1,1
"[0, 0, 1304]",2016,5,12,2015/2016,2,13,5,16,"['START', 'JOIN', 'FINISH']",MST,2,#N/A
"[0, 0, 527]",2016,5,12,2015/2016,2,13,5,16,"['JOIN', 'START', 'FINISH']",MATH,1,#N/A
"[1042, 0, 0]",2016,5,12,2015/2016,2,13,5,16,"['FINISH', 'JOIN', 'START']",STAT,2,#N/A
"[8406, 0, 0]",2016,5,13,2015/2016,2,13,5,10,"['FINISH', 'JOIN', 'START']",MATH,1,2
"[0, 0, 11683]",2016,5,13,2015/2016,2,13,5,10,"['START', 'JOIN', 'FINISH']",MATH,1,2
"[0, 938, 0]",2016,5,13,2015/2016,2,13,5,10,"['START', 'FINISH', 'JOIN']",MATH,1,2
"[10, 7539, 0, 0]",2016,5,13,2015/2016,2,13,5,10,"['JOIN', 'FINISH', 'JOIN', 'START']",STAT,2,2
"[0, 6911, 0, 0, 3384]",2016,5,13,2015/2016,2,13,5,10,"['JOIN', 'FINISH', 'START', 'JOIN', 'TRANSFER']",STAT,2,2
"[0, 257084, 0, 0, 257088]",2016,5,13,2015/2016,2,13,5,10,"['START', 'TRANSFER', 'JOIN', 'JOIN', 'FINISH']",STAT,2,2
"[0, 0, 419]",2016,5,13,2015/2016,2,13,5,10,"['JOIN', 'START', 'FINISH']",ECON,2,2
"[1450, 2523, 0, 0]",2016,5,13,2015/2016,2,13,5,10,"['JOIN', 'FINISH', 'JOIN', 'START']",MATH,1,2
"[20, 0, 0]",2016,5,13,2015/2016,2,13,5,11,"['FINISH', 'START', 'JOIN']",STAT,2,3
"[2510, 0, 255609, 0, 255605, 32, 33]",2016,5,13,2015/2016,2,13,5,11,"['JOIN', 'JOIN', 'FINISH', 'START', 'TRANSFER', 'JOIN', 'JOIN']",STAT,2,3
"[0, 0, 0, 91]",2016,5,13,2015/2016,2,13,5,11,"['START', 'JOIN', 'JOIN', 'FINISH']",CVEN,1,3
"[0, 0, 36]",2016,5,13,2015/2016,2,13,5,11,"['START', 'JOIN', 'FINISH']",STAT,2,3
"[254072, 0, 0, 254069, 12]",2016,5,13,2015/2016,2,13,5,11,"['FINISH', 'START', 'JOIN', 'TRANSFER', 'JOIN']",STAT,2,3
"[3352, 0, 0]",2016,5,13,2015/2016,2,13,5,11,"['FINISH', 'JOIN', 'START']",STAT,2,3
"[0, 0, 0, 6801]",2016,5,13,2015/2016,2,13,5,11,"['JOIN', 'JOIN', 'START', 'FINISH']",STAT,2,3
"[0, 0, 253243, 253241]",2016,5,13,2015/2016,2,13,5,11,"['JOIN', 'START', 'FINISH', 'TRANSFER']",MATH,1,3
"[19, 0, 0]",2016,5,13,2015/2016,2,13,5,11,"['FINISH', 'START', 'JOIN']",STAT,2,3
"[0, 252760, 0, 252762]",2016,5,13,2015/2016,2,13,5,11,"['START', 'TRANSFER', 'JOIN', 'FINISH']",MATH,1,3
"[0, 0, 4619]",2016,5,13,2015/2016,2,13,5,12,"['JOIN', 'START', 'FINISH']",CVEN,1,2
"[0, 704, 0]",2016,5,13,2015/2016,2,13,5,12,"['START', 'FINISH', 'JOIN']",MATH,1,2
"[0, 0, 89]",2016,5,13,2015/2016,2,13,5,12,"['JOIN', 'START', 'FINISH']",STAT,2,2
"[209, 0, 0]",2016,5,13,2015/2016,2,13,5,12,"['FINISH', 'JOIN', 'START']",MATH,1,2
"[5, 0, 651, 0]",2016,5,13,2015/2016,2,13,5,12,"['JOIN', 'JOIN', 'FINISH', 'START']",MATH,1,2
"[0, 14, 0]",2016,5,13,2015/2016,2,13,1,13,"['START', 'FINISH', 'JOIN']",STAT,2,2
"[56, 0, 0]",2016,5,13,2015/2016,2,13,1,13,"['FINISH', 'JOIN', 'START']",MATH,1,2
"[0, 0, 332973]",2016,5,13,2015/2016,2,13,1,13,"['START', 'JOIN', 'FINISH']",STAT,2,2
"[3663, 0, 0]",2016,5,16,2015/2016,2,14,1,10,"['FINISH', 'JOIN', 'START']",MATH,1,3
"[4566, 0, 0, 4568]",2016,5,16,2015/2016,2,14,1,10,"['TRANSFER', 'START', 'JOIN', 'FINISH']",MST,1,3
"[18, 0, 12016, 0, 12006]",2016,5,16,2015/2016,2,14,1,10,"['JOIN', 'JOIN', 'FINISH', 'START', 'TRANSFER']",MATH,1,3
"[0, 0, 1663]",2016,5,16,2015/2016,2,14,1,10,"['START', 'JOIN', 'FINISH']",MATH,1,3
"[0, 1679, 0]",2016,5,16,2015/2016,2,14,1,10,"['JOIN', 'FINISH', 'START']",MATH,2,3
"[1557, 0, 0, 0, 1536]",2016,5,16,2015/2016,2,14,1,10,"['FINISH', 'JOIN', 'JOIN', 'START', 'JOIN']",MEEN,2,3
"[0, 0, 1025]",2016,5,16,2015/2016,2,14,1,11,"['JOIN', 'START', 'FINISH']",MATH,1,2
"[0, 0, 9253, 9263]",2016,5,16,2015/2016,2,14,1,11,"['JOIN', 'START', 'TRANSFER', 'FINISH']",ECON,2,2
"[467, 0, 0]",2016,5,16,2015/2016,2,14,1,11,"['FINISH', 'START', 'JOIN']",STAT,2,2
"[0, 0, 3811]",2016,5,16,2015/2016,2,14,1,11,"['START', 'JOIN', 'FINISH']",MATH,1,2
"[4030, 0, 0]",2016,5,16,2015/2016,2,14,1,12,"['FINISH', 'START', 'JOIN']",MATH,1,2
"[0, 0, 6412]",2016,5,16,2015/2016,2,14,1,12,"['START', 'JOIN', 'FINISH']",STAT,1,2
"[0, 0, 2455]",2016,5,16,2015/2016,2,14,1,12,"['JOIN', 'START', 'FINISH']",MATH000,0,2
"[0, 1116, 0]",2016,5,16,2015/2016,2,14,1,13,"['START', 'FINISH', 'JOIN']",STAT,2,2
"[0, 0, 449]",2016,5,16,2015/2016,2,14,1,13,"['START', 'JOIN', 'FINISH']",MATH000,0,2
"[0, 0, 5969]",2016,5,16,2015/2016,2,14,1,14,"['JOIN', 'START', 'FINISH']",SBUS,1,3
"[0, 1358, 0]",2016,5,16,2015/2016,2,14,1,14,"['JOIN', 'FINISH', 'START']",MATH,1,3
"[2626, 0, 0]",2016,5,16,2015/2016,2,14,1,14,"['FINISH', 'JOIN', 'START']",MATH,1,3
"[0, 0, 5895]",2016,5,16,2015/2016,2,14,1,14,"['JOIN', 'START', 'FINISH']",MATH,1,3
"[0, 0, 2179, 2213]",2016,5,16,2015/2016,2,14,1,15,"['JOIN', 'START', 'TRANSFER', 'FINISH']",MATH,1,3
"[0, 6405, 0, 6372]",2016,5,16,2015/2016,2,14,1,15,"['START', 'FINISH', 'JOIN', 'TRANSFER']",ECON,2,3
"[261, 0, 0]",2016,5,16,2015/2016,2,14,2,15,"['FINISH', 'JOIN', 'START']",MATH,1,4
"[0, 0, 5234, 5275]",2016,5,16,2015/2016,2,14,2,15,"['JOIN', 'START', 'TRANSFER', 'FINISH']",MATH,1,4
"[5951, 0, 0]",2016,5,16,2015/2016,2,14,2,16,"['FINISH', 'START', 'JOIN']",MATH,1,4
"[0, 0, 903]",2016,5,17,2015/2016,2,14,2,9,"['JOIN', 'START', 'FINISH']",STAT,2,#N/A
"[0, 0, 1930]",2016,5,17,2015/2016,2,14,2,10,"['JOIN', 'START', 'FINISH']",SBUS,1,3
"[5654, 0, 0]",2016,5,17,2015/2016,2,14,2,10,"['FINISH', 'JOIN', 'START']",MST,1,3
"[0, 0, 4394, 4369]",2016,5,17,2015/2016,2,14,2,10,"['START', 'JOIN', 'FINISH', 'TRANSFER']",MATH,2,3
"[3549, 0, 0]",2016,5,17,2015/2016,2,14,2,10,"['FINISH', 'START', 'JOIN']",STAT,2,3
"[0, 0, 10929, 10931]",2016,5,17,2015/2016,2,14,2,11,"['JOIN', 'START', 'TRANSFER', 'FINISH']",STAT,1,4
"[579, 0, 0]",2016,5,17,2015/2016,2,14,2,11,"['FINISH', 'START', 'JOIN']",ECON,2,4
"[9694, 5, 0, 0, 9696]",2016,5,17,2015/2016,2,14,2,12,"['TRANSFER', 'JOIN', 'START', 'JOIN', 'FINISH']",MST,2,4
"[0, 0, 9013, 8991]",2016,5,17,2015/2016,2,14,2,12,"['JOIN', 'START', 'FINISH', 'TRANSFER']",MATH,1,4
"[0, 3120, 0]",2016,5,17,2015/2016,2,14,2,12,"['START', 'FINISH', 'JOIN']",STAT,2,4
"[0, 8076, 0, 8073]",2016,5,17,2015/2016,2,14,2,12,"['JOIN', 'FINISH', 'START', 'TRANSFER']",MST,1,4
"[1953, 0, 0]",2016,5,17,2015/2016,2,14,2,12,"['FINISH', 'JOIN', 'START']",ECON,2,4
"[1726, 0, 0]",2016,5,17,2015/2016,2,14,2,14,"['FINISH', 'START', 'JOIN']",FOR,2,3
"[836, 828, 0, 0]",2016,5,17,2015/2016,2,14,2,14,"['FINISH', 'TRANSFER', 'JOIN', 'START']",MATH,1,3
"[0, 0, 9]",2016,5,17,2015/2016,2,14,2,14,"['JOIN', 'START', 'FINISH']",ECON,2,3
"[0, 0, 2694]",2016,5,17,2015/2016,2,14,2,14,"['JOIN', 'START', 'FINISH']",STAT,2,3
"[9, 0, 0]",2016,5,17,2015/2016,2,14,2,14,"['FINISH', 'JOIN', 'START']",ECON,1,3
"[8, 0, 0]",2016,5,17,2015/2016,2,14,2,14,"['FINISH', 'START', 'JOIN']",ECON,1,3
"[0, 11, 0]",2016,5,17,2015/2016,2,14,2,14,"['JOIN', 'FINISH', 'START']",ECON,2,3
"[0, 0, 1110]",2016,5,17,2015/2016,2,14,2,15,"['START', 'JOIN', 'FINISH']",STAT,2,4
"[8, 0, 0]",2016,5,17,2015/2016,2,14,2,16,"['FINISH', 'START', 'JOIN']",MATH,1,4
"[11, 0, 0]",2016,5,17,2015/2016,2,14,2,16,"['FINISH', 'START', 'JOIN']",ECON,2,4
"[0, 563, 0]",2016,5,17,2015/2016,2,14,2,16,"['START', 'FINISH', 'JOIN']",ECON,2,4
"[0, 0, 1191]",2016,5,17,2015/2016,2,14,3,16,"['JOIN', 'START', 'FINISH']",MATH,1,4
"[0, 0, 535]",2016,5,17,2015/2016,2,14,3,16,"['JOIN', 'START', 'FINISH']",MATH,1,4
"[0, 0, 617]",2016,5,17,2015/2016,2,14,3,16,"['START', 'JOIN', 'FINISH']",ECON,2,4
"[0, 2669, 0]",2016,5,18,2015/2016,2,14,3,10,"['START', 'FINISH', 'JOIN']",ECON,2,3
"[985, 0, 0]",2016,5,18,2015/2016,2,14,3,10,"['FINISH', 'START', 'JOIN']",ECON,2,3
"[6625, 0, 0]",2016,5,18,2015/2016,2,14,3,10,"['FINISH', 'START', 'JOIN']",MATH,2,3
"[0, 0, 479]",2016,5,18,2015/2016,2,14,3,10,"['JOIN', 'START', 'FINISH']",ECON,2,3
"[3647, 0, 0]",2016,5,18,2015/2016,2,14,3,11,"['FINISH', 'START', 'JOIN']",MATH,2,3
"[5658, 0, 0, 5699]",2016,5,18,2015/2016,2,14,3,11,"['TRANSFER', 'JOIN', 'START', 'FINISH']",MATH,1,3
"[1003, 0, 0]",2016,5,18,2015/2016,2,14,3,12,"['FINISH', 'JOIN', 'START']",STAT,2,4
"[0, 3172, 0]",2016,5,18,2015/2016,2,14,3,12,"['JOIN', 'FINISH', 'START']",STAT,1,4
"[0, 0]",2016,5,18,2015/2016,2,14,3,12,"['JOIN', 'START']",MATH,1,4
"[0, 0, 393]",2016,5,18,2015/2016,2,14,3,13,"['JOIN', 'START', 'FINISH']",MST,1,3
"[0, 11745, 0, 11752]",2016,5,18,2015/2016,2,14,3,13,"['JOIN', 'TRANSFER', 'START', 'FINISH']",ECON,2,3
"[2100, 0, 0]",2016,5,18,2015/2016,2,14,3,13,"['FINISH', 'START', 'JOIN']",ECON,2,3
"[0, 0, 0, 7867]",2016,5,18,2015/2016,2,14,3,14,"['JOIN', 'START', 'JOIN', 'FINISH']",MEEN,2,4
"[0, 889, 0]",2016,5,18,2015/2016,2,14,3,15,"['START', 'FINISH', 'JOIN']",MATH,1,3
"[0, 0, 2655]",2016,5,18,2015/2016,2,14,3,15,"['JOIN', 'START', 'FINISH']",MST,1,3
"[6192, 0, 0]",2016,5,18,2015/2016,2,14,3,15,"['FINISH', 'JOIN', 'START']",ECON,2,3
"[0, 0, 1460]",2016,5,18,2015/2016,2,14,3,15,"['START', 'JOIN', 'FINISH']",ECON,2,3
"[0, 0, 603]",2016,5,18,2015/2016,2,14,3,15,"['START', 'JOIN', 'FINISH']",MATH,1,3
"[0, 0, 693]",2016,5,18,2015/2016,2,14,3,15,"['JOIN', 'START', 'FINISH']",ECON,2,3
"[0, 0, 604]",2016,5,18,2015/2016,2,14,2,15,"['START', 'JOIN', 'FINISH']",ECON,2,4
"[0, 0, 1407]",2016,5,18,2015/2016,2,14,3,16,"['JOIN', 'START', 'FINISH']",MATH,1,4
"[3189, 0, 0]",2016,5,18,2015/2016,2,14,3,16,"['FINISH', 'JOIN', 'START']",MST,1,4
"[0, 797, 0]",2016,9,13,2016/2017,1,1,3,14,"['START', 'FINISH', 'JOIN']",STAT,1,2
"[385, 0, 0]",2016,9,14,2016/2017,1,1,3,10,"['FINISH', 'JOIN', 'START']",STAT,1,3
"[0, 1243, 0]",2016,9,14,2016/2017,1,1,3,10,"['START', 'FINISH', 'JOIN']",MATH,1,3
"[15202, 0, 0]",2016,9,14,2016/2017,1,1,3,10,"['FINISH', 'JOIN', 'START']",MATH,1,3
"[2555, 0, 0]",2016,9,14,2016/2017,1,1,3,12,"['FINISH', 'START', 'JOIN']",MATH000,0,3
"[0, 0, 0, 97, 3566, 0, 61]",2016,9,14,2016/2017,1,1,3,12,"['START', 'JOIN', 'JOIN', 'LEAVE', 'FINISH', 'JOIN', 'JOIN']",ACM,1,3
"[0, 0, 2576]",2016,9,14,2016/2017,1,1,3,13,"['START', 'JOIN', 'FINISH']",PHYC,1,2
"[0, 5982, 0]",2016,9,14,2016/2017,1,1,3,13,"['START', 'FINISH', 'JOIN']",ACM,1,2
"[0, 1435, 0, 0]",2016,9,14,2016/2017,1,1,3,14,"['JOIN', 'FINISH', 'START', 'JOIN']",PHYC,1,2
"[0, 0, 1005, 0]",2016,9,14,2016/2017,1,1,3,14,"['JOIN', 'JOIN', 'FINISH', 'START']",MATH,1,2
"[0, 234, 0]",2016,9,14,2016/2017,1,1,3,15,"['START', 'FINISH', 'JOIN']",STAT,1,3
"[21, 0]",2016,9,14,2016/2017,1,1,4,16,"['FINISH', 'START']",ACM,1,2
"[0, 164, 0]",2016,9,14,2016/2017,1,1,4,16,"['START', 'FINISH', 'JOIN']",ACM,1,2
"[2104, 0, 0]",2016,9,14,2016/2017,1,1,4,16,"['FINISH', 'START', 'JOIN']",MATH,1,2
"[0, 5362, 0]",2016,9,15,2016/2017,1,1,4,10,"['START', 'FINISH', 'JOIN']",PHYC,1,3
"[0, 4697, 0, 0]",2016,9,15,2016/2017,1,1,4,10,"['START', 'FINISH', 'JOIN', 'JOIN']",MATH,1,3
"[0, 1107, 0, 0]",2016,9,15,2016/2017,1,1,4,10,"['START', 'FINISH', 'JOIN', 'JOIN']",ACM,1,3
"[0, 0, 2059]",2016,9,15,2016/2017,1,1,4,11,"['START', 'JOIN', 'FINISH']",MATH000,0,4
"[0, 0, 0, 0, 0, 0, 0, 2200]",2016,9,15,2016/2017,1,1,4,11,"['JOIN', 'START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH']",MATH,1,4
"[8532, 0, 0]",2016,9,15,2016/2017,1,1,4,11,"['FINISH', 'START', 'JOIN']",MATH,1,4
"[15569, 0, 0]",2016,9,15,2016/2017,1,1,4,11,"['FINISH', 'START', 'JOIN']",MATH,1,4
"[0, 0]",2016,9,15,2016/2017,1,1,4,12,"['JOIN', 'START']",ACM,1,3
"[3984, 0, 0, 0]",2016,9,15,2016/2017,1,1,5,14,"['FINISH', 'JOIN', 'JOIN', 'START']",MATH,1,#N/A
"[0, 0, 32605, 32368]",2016,9,15,2016/2017,1,1,1,15,"['JOIN', 'START', 'FINISH', 'TRANSFER']",MATH,1,4
