times,year,month,date,academic_year,semester,week,weekday,hour,events,subject,student_level,number_of_tutors
"[6950, 1212, 0, 1271, 0]",2017,4,27,2016/2017,2,11,4,15,"['FINISH', 'PAUSE', 'JOIN', 'PAUSE', 'START']",MATH,1,3
"[0, 1556, 0]",2017,4,27,2016/2017,2,11,4,16,"['START', 'FINISH', 'JOIN']",STAT,2,4
"[846, 0, 0, 2761, 6319, 2752]",2017,4,27,2016/2017,2,11,4,16,"['PAUSE', 'JOIN', 'START', 'PAUSE', 'FINISH', 'TRANSFER']",MATH,1,4
"[0, 0, 441]",2017,4,27,2016/2017,2,11,4,16,"['JOIN', 'START', 'FINISH']",STAT,2,4
"[1850, 1797, 5415, 0, 12, 0]",2017,4,27,2016/2017,2,11,4,16,"['PAUSE', 'TRANSFER', 'FINISH', 'JOIN', 'PAUSE', 'START']",MATH,1,4
"[0, 3248, 0]",2017,4,27,2016/2017,2,11,4,16,"['START', 'FINISH', 'JOIN']",STAT,1,4
"[365, 0, 0, 206, 3828]",2017,4,27,2016/2017,2,11,4,16,"['PAUSE', 'JOIN', 'START', 'PAUSE', 'FINISH']",MATH,2,4
"[457, 0, 710, 683, 0]",2017,4,27,2016/2017,2,11,4,17,"['PAUSE', 'JOIN', 'FINISH', 'PAUSE', 'START']",MATH,2,5
"[0, 1478, 0]",2017,4,27,2016/2017,2,11,4,17,"['JOIN', 'FINISH', 'START']",MATH,1,5
"[0, 0, 39]",2017,4,27,2016/2017,2,11,4,18,"['JOIN', 'START', 'FINISH']",STAT,2,2
"[0, 0, 45]",2017,4,27,2016/2017,2,11,4,18,"['JOIN', 'START', 'FINISH']",STAT,2,2
"[0, 32, 0]",2017,4,27,2016/2017,2,11,4,18,"['START', 'FINISH', 'JOIN']",MST,1,2
"[0, 0, 20]",2017,4,27,2016/2017,2,11,5,18,"['JOIN', 'START', 'FINISH']",MATH,1,#N/A
"[0, 26, 0]",2017,4,27,2016/2017,2,11,5,18,"['JOIN', 'FINISH', 'START']",STAT,2,#N/A
"[0, 28, 0]",2017,4,28,2016/2017,2,11,5,8,"['JOIN', 'FINISH', 'START']",TEST,1,#N/A
"[0, 11, 7440, 0, 0]",2017,4,28,2016/2017,2,11,5,10,"['JOIN', 'PAUSE', 'FINISH', 'JOIN', 'START']",CHEN,2,2
"[0, 3581, 7418, 0, 4647]",2017,4,28,2016/2017,2,11,5,10,"['START', 'PAUSE', 'FINISH', 'JOIN', 'PAUSE']",MATH,1,2
"[46, 0, 4515, 4375, 0]",2017,4,28,2016/2017,2,11,5,10,"['PAUSE', 'JOIN', 'FINISH', 'PAUSE', 'START']",MATH,1,2
"[0, 1082, 2751, 3106, 0, 4141, 5581, 4439, 5471]",2017,4,28,2016/2017,2,11,5,10,"['JOIN', 'PAUSE', 'PAUSE', 'PAUSE', 'START', 'PAUSE', 'FINISH', 'PAUSE', 'PAUSE']",MATH,1,2
"[3588, 112, 0, 0]",2017,4,28,2016/2017,2,11,5,11,"['FINISH', 'PAUSE', 'START', 'JOIN']",MATH,1,2
"[1601, 0, 104, 0, 1268, 4712]",2017,4,28,2016/2017,2,11,5,11,"['PAUSE', 'JOIN', 'PAUSE', 'START', 'PAUSE', 'FINISH']",MATH,1,2
"[0, 0, 2736, 38]",2017,4,28,2016/2017,2,11,5,11,"['JOIN', 'START', 'FINISH', 'PAUSE']",MATH000,0,2
"[0, 2082, 2047, 554, 0]",2017,4,28,2016/2017,2,11,5,12,"['START', 'FINISH', 'PAUSE', 'PAUSE', 'JOIN']",STAT,1,#N/A
"[1365, 1740, 0, 0]",2017,4,28,2016/2017,2,11,6,12,"['PAUSE', 'FINISH', 'JOIN', 'START']",MIS,2,#N/A
"[0, 1250, 0, 1045, 1]",2017,4,28,2016/2017,2,11,2,12,"['JOIN', 'FINISH', 'START', 'PAUSE', 'PAUSE']",PHYC,1,5
"[0, 12933, 1671, 0, 1449, 574, 0, 0, 0]",2017,4,29,2016/2017,2,11,2,9,"['JOIN', 'FINISH', 'JOIN', 'START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN']",MATH000,0,#N/A
"[4857, 3, 11620, 9532, 9218, 2824, 0, 0, 6, 7897, 4]",2017,5,2,2016/2017,2,12,2,9,"['PAUSE', 'JOIN', 'FINISH', 'PAUSE', 'TRANSFER', 'PAUSE', 'JOIN', 'START', 'JOIN', 'PAUSE', 'JOIN']",STAT,1,#N/A
"[0, 402, 0, 11764, 11754]",2017,5,2,2016/2017,2,12,2,9,"['JOIN', 'PAUSE', 'START', 'FINISH', 'TRANSFER']",MST,1,#N/A
"[4671, 802, 0, 0]",2017,5,2,2016/2017,2,12,2,10,"['FINISH', 'PAUSE', 'START', 'JOIN']",STAT,2,3
"[1219, 651, 0, 11341, 1463, 0, 11339]",2017,5,2,2016/2017,2,12,2,10,"['TRANSFER', 'PAUSE', 'START', 'FINISH', 'PAUSE', 'JOIN', 'TRANSFER']",STAT,2,3
"[3, 0, 4590, 3898, 0, 7039, 7096]",2017,5,2,2016/2017,2,12,2,10,"['PAUSE', 'JOIN', 'PAUSE', 'TRANSFER', 'START', 'TRANSFER', 'FINISH']",STAT,1,3
"[5029, 767, 0, 0]",2017,5,2,2016/2017,2,12,2,10,"['FINISH', 'PAUSE', 'JOIN', 'START']",MATH,1,3
"[0, 0, 3155]",2017,5,2,2016/2017,2,12,2,10,"['START', 'JOIN', 'FINISH']",STAT,2,3
"[0, 0, 1250]",2017,5,2,2016/2017,2,12,2,10,"['START', 'JOIN', 'FINISH']",MST,1,3
"[573, 0, 0, 5973, 2693]",2017,5,2,2016/2017,2,12,2,11,"['PAUSE', 'JOIN', 'START', 'FINISH', 'PAUSE']",MST,1,4
"[2079, 0, 0, 983]",2017,5,2,2016/2017,2,12,2,11,"['FINISH', 'JOIN', 'START', 'PAUSE']",STAT,2,4
"[0, 4600, 0, 4577, 321]",2017,5,2,2016/2017,2,12,2,11,"['START', 'FINISH', 'JOIN', 'TRANSFER', 'PAUSE']",STAT,2,4
"[12063, 0, 12061, 0, 7089]",2017,5,2,2016/2017,2,12,2,11,"['FINISH', 'JOIN', 'TRANSFER', 'START', 'PAUSE']",STAT,2,4
"[0, 0, 743]",2017,5,2,2016/2017,2,12,2,11,"['JOIN', 'START', 'FINISH']",EEEN,2,4
"[0, 0, 2105]",2017,5,2,2016/2017,2,12,2,11,"['START', 'JOIN', 'FINISH']",STAT,1,4
"[102, 0, 3128, 1027, 0, 0]",2017,5,2,2016/2017,2,12,2,11,"['PAUSE', 'START', 'FINISH', 'PAUSE', 'JOIN', 'JOIN']",MATH,1,4
"[0, 2027, 0]",2017,5,2,2016/2017,2,12,2,12,"['START', 'FINISH', 'JOIN']",MATH,1,5
"[20736, 20734, 0, 3099, 0]",2017,5,2,2016/2017,2,12,2,12,"['FINISH', 'TRANSFER', 'START', 'PAUSE', 'JOIN']",MATH,1,5
"[0, 2816, 19993, 2010, 0, 19995, 2033, 4508]",2017,5,2,2016/2017,2,12,2,12,"['START', 'TRANSFER', 'TRANSFER', 'PAUSE', 'JOIN', 'FINISH', 'PAUSE', 'PAUSE']",MATH,1,5
"[0, 798, 0]",2017,5,2,2016/2017,2,12,2,13,"['JOIN', 'FINISH', 'START']",PHYC,1,3
"[2408, 0, 0, 2183, 6173]",2017,5,2,2016/2017,2,12,2,13,"['TRANSFER', 'JOIN', 'START', 'PAUSE', 'FINISH']",MATH,2,3
"[2256, 1868, 0, 0, 0, 2381, 0]",2017,5,2,2016/2017,2,12,2,13,"['PAUSE', 'PAUSE', 'START', 'JOIN', 'JOIN', 'FINISH', 'JOIN']",MATH,1,3
"[0, 351, 149, 11412, 0]",2017,5,2,2016/2017,2,12,2,14,"['START', 'PAUSE', 'PAUSE', 'FINISH', 'JOIN']",MATH,1,3
"[1157, 0, 0]",2017,5,2,2016/2017,2,12,2,14,"['FINISH', 'START', 'JOIN']",STAT,1,3
"[9553, 0, 5240, 0, 2170]",2017,5,2,2016/2017,2,12,2,15,"['FINISH', 'JOIN', 'PAUSE', 'START', 'PAUSE']",MATH,1,3
"[2843, 0, 0]",2017,5,2,2016/2017,2,12,2,15,"['FINISH', 'START', 'JOIN']",MST,2,3
"[1509, 0, 3015, 0]",2017,5,2,2016/2017,2,12,2,15,"['PAUSE', 'START', 'FINISH', 'JOIN']",MATH,1,3
"[0, 1456, 0]",2017,5,2,2016/2017,2,12,2,16,"['JOIN', 'FINISH', 'START']",MIS,2,2
"[0, 0, 5622, 5761, 5760]",2017,5,2,2016/2017,2,12,2,16,"['START', 'JOIN', 'PAUSE', 'FINISH', 'TRANSFER']",MATH,1,2
"[2441, 3200, 0, 0]",2017,5,2,2016/2017,2,12,2,16,"['PAUSE', 'FINISH', 'JOIN', 'START']",MATH,2,2
"[0, 0, 657]",2017,5,2,2016/2017,2,12,2,17,"['JOIN', 'START', 'FINISH']",STAT,2,2
"[0, 833, 0]",2017,5,2,2016/2017,2,12,2,17,"['START', 'FINISH', 'JOIN']",MEEN,2,2
"[1153, 0, 1144, 74, 0]",2017,5,2,2016/2017,2,12,2,17,"['FINISH', 'START', 'TRANSFER', 'PAUSE', 'JOIN']",STAT,1,2
"[0, 0, 903]",2017,5,2,2016/2017,2,12,3,17,"['START', 'JOIN', 'FINISH']",STAT,2,2
"[0, 1172, 0]",2017,5,2,2016/2017,2,12,3,18,"['JOIN', 'FINISH', 'START']",STAT,1,1
"[5757, 0, 0, 2681, 3473]",2017,5,3,2016/2017,2,12,3,9,"['FINISH', 'START', 'JOIN', 'PAUSE', 'PAUSE']",STAT,1,#N/A
"[0, 1035, 0]",2017,5,3,2016/2017,2,12,3,9,"['JOIN', 'FINISH', 'START']",MIS,2,#N/A
"[2486, 10, 0, 0]",2017,5,3,2016/2017,2,12,3,10,"['FINISH', 'PAUSE', 'JOIN', 'START']",MATH,1,3
"[2291, 1128, 0, 0]",2017,5,3,2016/2017,2,12,3,10,"['FINISH', 'PAUSE', 'START', 'JOIN']",MATH,1,3
"[172, 0, 0]",2017,5,3,2016/2017,2,12,3,10,"['FINISH', 'JOIN', 'START']",STAT,2,3
"[0, 3297, 0]",2017,5,3,2016/2017,2,12,3,10,"['START', 'FINISH', 'JOIN']",MATH,1,3
"[2402, 0, 0, 1999]",2017,5,3,2016/2017,2,12,3,10,"['FINISH', 'JOIN', 'START', 'PAUSE']",STAT,2,3
"[5346, 2529, 0, 5341, 0, 1532]",2017,5,3,2016/2017,2,12,3,10,"['FINISH', 'PAUSE', 'START', 'PAUSE', 'JOIN', 'PAUSE']",MATH,1,3
"[0, 5214, 0]",2017,5,3,2016/2017,2,12,3,11,"['START', 'FINISH', 'JOIN']",STAT,2,4
"[1, 484, 0, 0]",2017,5,3,2016/2017,2,12,3,11,"['PAUSE', 'FINISH', 'JOIN', 'START']",MST,2,4
"[0, 0, 2253]",2017,5,3,2016/2017,2,12,3,11,"['JOIN', 'START', 'FINISH']",MATH,1,4
"[1796, 0, 2952, 1223, 0]",2017,5,3,2016/2017,2,12,3,11,"['TRANSFER', 'START', 'FINISH', 'PAUSE', 'JOIN']",MATH,1,4
"[1, 0, 0, 0, 2743]",2017,5,3,2016/2017,2,12,3,11,"['PAUSE', 'START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,4
"[3504, 19023, 0, 3022, 0, 8340]",2017,5,3,2016/2017,2,12,3,11,"['PAUSE', 'FINISH', 'START', 'PAUSE', 'JOIN', 'PAUSE']",MATH,1,4
"[0, 869, 0]",2017,5,3,2016/2017,2,12,3,12,"['JOIN', 'FINISH', 'START']",STAT,2,5
"[0, 0, 0, 22713, 22711, 118]",2017,5,3,2016/2017,2,12,3,12,"['JOIN', 'JOIN', 'START', 'FINISH', 'TRANSFER', 'PAUSE']",MATH,1,5
"[470, 0, 0, 22449, 22442]",2017,5,3,2016/2017,2,12,3,12,"['PAUSE', 'START', 'JOIN', 'FINISH', 'TRANSFER']",MATH,1,5
"[0, 21949, 382, 21947, 1886, 0]",2017,5,3,2016/2017,2,12,3,12,"['START', 'FINISH', 'PAUSE', 'TRANSFER', 'PAUSE', 'JOIN']",STAT,2,5
"[3891, 0, 4994, 0]",2017,5,3,2016/2017,2,12,3,12,"['PAUSE', 'START', 'FINISH', 'JOIN']",MATH,1,5
"[998, 0, 0]",2017,5,3,2016/2017,2,12,3,13,"['FINISH', 'JOIN', 'START']",MATH,1,3
"[18431, 0, 18429, 2777, 0]",2017,5,3,2016/2017,2,12,3,13,"['FINISH', 'START', 'TRANSFER', 'PAUSE', 'JOIN']",MATH,2,3
"[0, 888, 696, 0]",2017,5,3,2016/2017,2,12,3,13,"['START', 'FINISH', 'PAUSE', 'JOIN']",MIS,2,3
"[3527, 14498, 30, 0, 0, 3]",2017,5,3,2016/2017,2,12,3,14,"['PAUSE', 'FINISH', 'PAUSE', 'START', 'JOIN', 'PAUSE']",MATH,1,3
"[0, 7041, 0, 2, 6981, 6962]",2017,5,3,2016/2017,2,12,3,14,"['JOIN', 'FINISH', 'START', 'PAUSE', 'JOIN', 'PAUSE']",MATH000,0,3
"[1752, 0, 0]",2017,5,3,2016/2017,2,12,3,14,"['FINISH', 'START', 'JOIN']",MIS,2,3
"[1871, 0, 0]",2017,5,3,2016/2017,2,12,3,14,"['FINISH', 'JOIN', 'START']",MATH,1,3
"[0, 2272, 0, 954, 2222, 15]",2017,5,3,2016/2017,2,12,3,14,"['JOIN', 'FINISH', 'START', 'PAUSE', 'TRANSFER', 'JOIN']",STAT,2,3
"[0, 0, 1026, 7612]",2017,5,3,2016/2017,2,12,3,15,"['JOIN', 'START', 'PAUSE', 'FINISH']",MATH,1,3
"[0, 0, 8645, 7435]",2017,5,3,2016/2017,2,12,3,15,"['START', 'JOIN', 'FINISH', 'PAUSE']",MATH,1,3
"[0, 793, 0]",2017,5,3,2016/2017,2,12,3,15,"['START', 'FINISH', 'JOIN']",STAT,1,3
"[0, 1132, 4169, 0]",2017,5,3,2016/2017,2,12,3,16,"['START', 'PAUSE', 'FINISH', 'JOIN']",MATH,2,2
"[0, 0, 897]",2017,5,3,2016/2017,2,12,3,16,"['JOIN', 'START', 'FINISH']",MATH,1,2
"[0, 5, 2516, 0]",2017,5,3,2016/2017,2,12,3,16,"['START', 'PAUSE', 'FINISH', 'JOIN']",SBUS,1,2
"[259, 0, 0, 2600]",2017,5,3,2016/2017,2,12,3,16,"['PAUSE', 'JOIN', 'START', 'FINISH']",MATH,1,2
"[0, 2327, 0, 276]",2017,5,3,2016/2017,2,12,3,16,"['START', 'FINISH', 'JOIN', 'PAUSE']",MATH,1,2
"[0, 1600, 1582, 0, 385]",2017,5,3,2016/2017,2,12,3,16,"['START', 'FINISH', 'PAUSE', 'JOIN', 'PAUSE']",STAT,1,2
"[0, 0, 4867]",2017,5,3,2016/2017,2,12,3,16,"['START', 'JOIN', 'FINISH']",STAT,2,2
"[1091, 0, 0]",2017,5,3,2016/2017,2,12,3,17,"['FINISH', 'JOIN', 'START']",STAT,2,2
"[3241, 0, 0, 1, 3415]",2017,5,3,2016/2017,2,12,4,17,"['PAUSE', 'JOIN', 'START', 'PAUSE', 'FINISH']",MATH,1,5
"[0, 0, 1, 730]",2017,5,3,2016/2017,2,12,4,18,"['JOIN', 'START', 'PAUSE', 'FINISH']",MATH,1,2
"[0, 0, 891]",2017,5,4,2016/2017,2,12,4,9,"['JOIN', 'START', 'FINISH']",MATH,1,#N/A
"[0, 2063, 0]",2017,5,4,2016/2017,2,12,4,10,"['START', 'FINISH', 'JOIN']",MATH,1,3
"[0, 5453, 4170, 3014, 0]",2017,5,4,2016/2017,2,12,4,10,"['START', 'FINISH', 'PAUSE', 'PAUSE', 'JOIN']",MST,1,3
"[0, 1389, 0]",2017,5,4,2016/2017,2,12,4,10,"['START', 'FINISH', 'JOIN']",MIS,2,3
"[0, 5574, 0]",2017,5,4,2016/2017,2,12,4,10,"['JOIN', 'FINISH', 'START']",STAT,1,3
"[1441, 328, 1197, 0, 0]",2017,5,4,2016/2017,2,12,4,11,"['FINISH', 'PAUSE', 'TRANSFER', 'START', 'JOIN']",STAT,1,3
"[1288, 0, 0]",2017,5,4,2016/2017,2,12,4,11,"['FINISH', 'JOIN', 'START']",MATH,1,3
"[0, 2349, 0, 1252, 7334]",2017,5,4,2016/2017,2,12,4,11,"['JOIN', 'PAUSE', 'START', 'PAUSE', 'FINISH']",MATH,2,3
"[0, 0, 2255]",2017,5,4,2016/2017,2,12,4,11,"['START', 'JOIN', 'FINISH']",MST,1,3
"[1389, 0, 4972, 0]",2017,5,4,2016/2017,2,12,4,12,"['PAUSE', 'JOIN', 'FINISH', 'START']",MATH,1,3
"[0, 268, 0]",2017,5,4,2016/2017,2,12,4,12,"['JOIN', 'FINISH', 'START']",MATH,1,3
"[1215, 0, 0]",2017,5,4,2016/2017,2,12,4,12,"['FINISH', 'START', 'JOIN']",MATH,1,3
"[0, 3515, 0]",2017,5,4,2016/2017,2,12,4,12,"['JOIN', 'FINISH', 'START']",STAT,1,3
"[0, 0, 3312]",2017,5,4,2016/2017,2,12,4,12,"['JOIN', 'START', 'FINISH']",STAT,2,3
"[18503, 0, 0, 1668, 18501]",2017,5,4,2016/2017,2,12,4,12,"['FINISH', 'JOIN', 'START', 'PAUSE', 'TRANSFER']",STAT,2,3
"[0, 0, 1348, 1427, 16749]",2017,5,4,2016/2017,2,12,4,13,"['START', 'JOIN', 'PAUSE', 'PAUSE', 'FINISH']",MATH,2,3
"[0, 0, 2724, 0, 3611, 1863, 1292]",2017,5,4,2016/2017,2,12,4,13,"['JOIN', 'START', 'PAUSE', 'JOIN', 'FINISH', 'TRANSFER', 'PAUSE']",MST,2,3
"[0, 0, 14707, 813]",2017,5,4,2016/2017,2,12,4,14,"['START', 'JOIN', 'FINISH', 'PAUSE']",MATH,1,2
"[0, 13630, 13632, 0, 745]",2017,5,4,2016/2017,2,12,4,14,"['START', 'TRANSFER', 'FINISH', 'JOIN', 'PAUSE']",MATH,1,2
"[5155, 10387, 0, 0]",2017,5,4,2016/2017,2,12,4,14,"['PAUSE', 'FINISH', 'JOIN', 'START']",CVEN,2,2
"[12730, 0, 12732, 0, 615]",2017,5,4,2016/2017,2,12,4,14,"['TRANSFER', 'START', 'FINISH', 'JOIN', 'PAUSE']",MATH,1,2
"[0, 0, 1267]",2017,5,4,2016/2017,2,12,4,14,"['JOIN', 'START', 'FINISH']",STAT,2,2
"[0, 10784, 0, 657, 1937, 10782, 1957, 28]",2017,5,4,2016/2017,2,12,4,15,"['START', 'FINISH', 'JOIN', 'PAUSE', 'JOIN', 'TRANSFER', 'PAUSE', 'PAUSE']",ACM,1,3
"[1143, 0, 0, 10036, 10038]",2017,5,4,2016/2017,2,12,4,15,"['PAUSE', 'START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,3
"[7960, 525, 0, 7958, 0]",2017,5,4,2016/2017,2,12,4,15,"['FINISH', 'PAUSE', 'JOIN', 'TRANSFER', 'START']",MATH,2,3
"[0, 0, 3934]",2017,5,4,2016/2017,2,12,4,15,"['START', 'JOIN', 'FINISH']",MATH,1,3
"[1924, 0, 0]",2017,5,4,2016/2017,2,12,4,16,"['FINISH', 'START', 'JOIN']",STAT,2,4
"[2801, 0, 0]",2017,5,4,2016/2017,2,12,4,16,"['FINISH', 'JOIN', 'START']",MST,1,4
"[0, 489, 0]",2017,5,4,2016/2017,2,12,4,17,"['JOIN', 'FINISH', 'START']",MATH,1,5
"[0, 0, 1796]",2017,5,4,2016/2017,2,12,4,17,"['JOIN', 'START', 'FINISH']",MATH,1,5
"[1337, 0, 0, 2553]",2017,5,4,2016/2017,2,12,5,17,"['PAUSE', 'START', 'JOIN', 'FINISH']",STAT,1,#N/A
"[0, 942, 0, 1306]",2017,5,4,2016/2017,2,12,5,17,"['START', 'PAUSE', 'JOIN', 'FINISH']",MATH,1,#N/A
"[2138, 48, 0, 494, 0]",2017,5,5,2016/2017,2,12,5,10,"['FINISH', 'JOIN', 'START', 'PAUSE', 'JOIN']",MATH,1,2
"[0, 935, 90, 8806, 1194, 22, 0]",2017,5,5,2016/2017,2,12,5,10,"['JOIN', 'PAUSE', 'JOIN', 'FINISH', 'PAUSE', 'PAUSE', 'START']",MATH,1,2
"[377, 0, 8261, 0, 1589, 8262]",2017,5,5,2016/2017,2,12,5,10,"['PAUSE', 'JOIN', 'TRANSFER', 'START', 'PAUSE', 'FINISH']",STAT,2,2
"[0, 0, 7863, 454, 7862]",2017,5,5,2016/2017,2,12,5,10,"['JOIN', 'START', 'FINISH', 'PAUSE', 'TRANSFER']",MATH,1,2
"[2694, 0, 845, 6671, 6670, 0]",2017,5,5,2016/2017,2,12,5,11,"['PAUSE', 'JOIN', 'PAUSE', 'FINISH', 'TRANSFER', 'START']",MATH,1,2
"[0, 6583, 0, 983]",2017,5,5,2016/2017,2,12,5,11,"['START', 'FINISH', 'JOIN', 'PAUSE']",POL,2,2
"[1, 0, 0, 6002, 6003]",2017,5,5,2016/2017,2,12,5,11,"['PAUSE', 'JOIN', 'START', 'TRANSFER', 'FINISH']",MATH,1,2
"[0, 5786, 5787, 43, 0]",2017,5,5,2016/2017,2,12,5,11,"['START', 'TRANSFER', 'FINISH', 'PAUSE', 'JOIN']",STAT,2,2
"[0, 678, 5723, 0, 5722]",2017,5,5,2016/2017,2,12,5,11,"['START', 'PAUSE', 'FINISH', 'JOIN', 'TRANSFER']",MATH,1,2
"[5016, 5018, 0, 754, 0]",2017,5,5,2016/2017,2,12,5,11,"['TRANSFER', 'FINISH', 'JOIN', 'PAUSE', 'START']",MATH,1,2
"[0, 0, 4363, 927]",2017,5,5,2016/2017,2,12,5,11,"['JOIN', 'START', 'FINISH', 'PAUSE']",MATH,1,2
"[0, 725, 0, 3971, 3970]",2017,5,5,2016/2017,2,12,5,12,"['JOIN', 'PAUSE', 'START', 'FINISH', 'TRANSFER']",STAT,2,#N/A
"[517, 0, 0, 534]",2017,5,5,2016/2017,2,12,5,12,"['PAUSE', 'JOIN', 'START', 'FINISH']",MST,1,#N/A
"[3123, 144, 0, 0]",2017,5,5,2016/2017,2,12,5,12,"['FINISH', 'PAUSE', 'JOIN', 'START']",MATH,1,#N/A
"[45, 0, 2960, 0]",2017,5,5,2016/2017,2,12,5,12,"['PAUSE', 'JOIN', 'FINISH', 'START']",MATH,2,#N/A
"[2866, 394, 0, 0]",2017,5,5,2016/2017,2,12,5,12,"['FINISH', 'PAUSE', 'JOIN', 'START']",MATH,1,#N/A
"[0, 1, 0, 2370]",2017,5,5,2016/2017,2,12,5,12,"['START', 'PAUSE', 'JOIN', 'FINISH']",MATH,1,#N/A
"[0, 488, 2334, 0]",2017,5,5,2016/2017,2,12,5,12,"['JOIN', 'PAUSE', 'FINISH', 'START']",STAT,2,#N/A
"[0, 2258, 0, 2256, 1]",2017,5,5,2016/2017,2,12,5,12,"['JOIN', 'FINISH', 'START', 'TRANSFER', 'PAUSE']",MATH,1,#N/A
"[15, 0, 4, 0]",2017,5,5,2016/2017,2,12,5,12,"['FINISH', 'JOIN', 'PAUSE', 'START']",MATH,1,#N/A
"[181, 0, 0, 2072, 2074]",2017,5,5,2016/2017,2,12,5,12,"['PAUSE', 'START', 'JOIN', 'TRANSFER', 'FINISH']",STAT,1,#N/A
"[1126, 0, 0, 1822]",2017,5,5,2016/2017,2,12,5,12,"['PAUSE', 'JOIN', 'START', 'FINISH']",STAT,1,#N/A
"[371, 416, 0, 0]",2017,5,5,2016/2017,2,12,5,12,"['PAUSE', 'FINISH', 'JOIN', 'START']",MATH,1,#N/A
"[186, 0, 0]",2017,5,5,2016/2017,2,12,5,13,"['FINISH', 'JOIN', 'START']",MATH,1,#N/A
"[0, 0, 27]",2017,5,5,2016/2017,2,12,5,17,"['JOIN', 'START', 'FINISH']",STAT,1,#N/A
"[0, 0, 74]",2017,5,5,2016/2017,2,12,5,18,"['START', 'JOIN', 'FINISH']",STAT,1,#N/A
"[11, 0, 0]",2017,5,5,2016/2017,2,12,5,18,"['FINISH', 'JOIN', 'START']",STAT,1,#N/A
"[11, 0, 0]",2017,5,5,2016/2017,2,12,5,18,"['FINISH', 'JOIN', 'START']",STAT,1,#N/A
"[0, 12, 0]",2017,5,5,2016/2017,2,12,5,18,"['START', 'FINISH', 'JOIN']",STAT,2,#N/A
"[0, 0, 10]",2017,5,5,2016/2017,2,12,5,18,"['START', 'JOIN', 'FINISH']",MIS,2,#N/A
"[400, 0, 0]",2017,5,5,2016/2017,2,12,5,18,"['FINISH', 'JOIN', 'START']",STAT,2,#N/A
"[342, 0, 0]",2017,5,5,2016/2017,2,12,5,18,"['FINISH', 'START', 'JOIN']",STAT,1,#N/A
"[0, 86, 0]",2017,5,5,2016/2017,2,12,5,18,"['JOIN', 'FINISH', 'START']",STAT,1,#N/A
"[0, 84, 0]",2017,5,5,2016/2017,2,12,5,18,"['START', 'FINISH', 'JOIN']",STAT,2,#N/A
"[0, 0, 29]",2017,5,5,2016/2017,2,12,5,18,"['JOIN', 'START', 'FINISH']",STAT,1,#N/A
"[29, 0, 0]",2017,5,5,2016/2017,2,12,5,19,"['FINISH', 'JOIN', 'START']",STAT,1,#N/A
"[0, 0, 10]",2017,5,5,2016/2017,2,12,5,19,"['JOIN', 'START', 'FINISH']",MIS,2,#N/A
"[0, 0, 23]",2017,5,5,2016/2017,2,12,5,19,"['START', 'JOIN', 'FINISH']",STAT,2,#N/A
"[4390, 0, 0, 2922, 4]",2017,5,5,2016/2017,2,12,5,20,"['FINISH', 'START', 'JOIN', 'TRANSFER', 'PAUSE']",MATH,1,#N/A
"[0, 0, 265, 639, 597]",2017,5,5,2016/2017,2,12,5,21,"['START', 'JOIN', 'PAUSE', 'FINISH', 'TRANSFER']",MST,1,#N/A
"[261, 0, 165, 291, 0]",2017,5,6,2016/2017,2,12,6,21,"['TRANSFER', 'JOIN', 'PAUSE', 'FINISH', 'START']",MST,1,#N/A
"[0, 70, 0]",2017,5,6,2016/2017,2,12,6,21,"['JOIN', 'FINISH', 'START']",MATH,1,#N/A
"[65, 221, 0, 0]",2017,5,6,2016/2017,2,12,6,11,"['PAUSE', 'FINISH', 'JOIN', 'START']",MATH,1,#N/A
"[0, 147, 0, 54]",2017,5,6,2016/2017,2,12,6,11,"['JOIN', 'FINISH', 'START', 'PAUSE']",MST,2,#N/A
"[65, 0, 0, 51]",2017,5,6,2016/2017,2,12,6,11,"['FINISH', 'START', 'JOIN', 'PAUSE']",CVEN,1,#N/A
"[2083, 0, 0, 48]",2017,5,6,2016/2017,2,12,6,12,"['FINISH', 'JOIN', 'START', 'PAUSE']",MIS,2,#N/A
"[0, 0, 1002]",2017,5,6,2016/2017,2,12,6,14,"['START', 'JOIN', 'FINISH']",MATH,1,#N/A
"[0, 196, 0]",2017,5,6,2016/2017,2,12,6,14,"['START', 'FINISH', 'JOIN']",ECON,2,#N/A
"[77, 0, 0]",2017,5,6,2016/2017,2,12,6,14,"['FINISH', 'START', 'JOIN']",MATH,1,#N/A
"[71, 0, 0]",2017,5,6,2016/2017,2,12,6,14,"['FINISH', 'JOIN', 'START']",MATH,1,#N/A
"[72, 0, 0]",2017,5,6,2016/2017,2,12,6,14,"['FINISH', 'JOIN', 'START']",MATH,1,#N/A
"[168, 0, 0]",2017,5,6,2016/2017,2,12,6,14,"['FINISH', 'START', 'JOIN']",MST,2,#N/A
"[67, 0, 0]",2017,5,6,2016/2017,2,12,6,14,"['FINISH', 'JOIN', 'START']",MATH,1,#N/A
"[0, 0, 85]",2017,5,6,2016/2017,2,12,6,15,"['JOIN', 'START', 'FINISH']",MATH,1,#N/A
"[0, 0, 240, 0]",2017,5,6,2016/2017,2,12,6,16,"['JOIN', 'START', 'FINISH', 'JOIN']",MATH,1,#N/A
